model,task_id,layer,mb,info,ready_ms,start_ms,finish_ms,wait_ms,duration_ms
llama-moe-6.7b,23375226857776,0,0,GROUP_BY forward all2all,12.4378,12.4378,16.8907,0.0000,4.4529
llama-moe-6.7b,23375226857296,0,0,GROUP_BY forward all2all,12.4378,12.4378,16.8907,0.0000,4.4529
llama-moe-6.7b,23375226872656,0,0,AGGREGATE forward all2all,25.7345,25.7345,30.1874,0.0000,4.4529
llama-moe-6.7b,23375226873136,0,0,AGGREGATE forward all2all,25.7345,25.7345,30.1875,0.0000,4.4529
llama-moe-6.7b,23375226864976,0,1,GROUP_BY forward all2all,42.7016,42.7016,47.1545,0.0000,4.4529
llama-moe-6.7b,23375226865456,0,1,GROUP_BY forward all2all,42.7016,42.7016,47.1545,0.0000,4.4529
llama-moe-6.7b,23375226856336,1,0,GROUP_BY forward all2all,42.7136,42.7136,47.1664,0.0000,4.4529
llama-moe-6.7b,23375226856816,1,0,GROUP_BY forward all2all,42.7136,42.7136,47.1665,0.0000,4.4529
llama-moe-6.7b,23375226853936,0,1,AGGREGATE forward all2all,55.9984,55.9984,60.4512,0.0000,4.4529
llama-moe-6.7b,23375226853456,0,1,AGGREGATE forward all2all,55.9984,55.9984,60.4513,0.0000,4.4529
llama-moe-6.7b,23375226855376,1,0,AGGREGATE forward all2all,56.0116,56.0116,60.4646,0.0000,4.4529
llama-moe-6.7b,23375226855856,1,0,AGGREGATE forward all2all,56.0117,56.0117,60.4647,0.0000,4.4529
llama-moe-6.7b,23375226846736,0,2,GROUP_BY forward all2all,72.9757,72.9757,77.4285,0.0000,4.4529
llama-moe-6.7b,23375226847216,0,2,GROUP_BY forward all2all,72.9757,72.9757,77.4285,0.0000,4.4529
llama-moe-6.7b,23375226852496,1,1,GROUP_BY forward all2all,72.9892,72.9892,77.4420,0.0000,4.4529
llama-moe-6.7b,23375226852976,1,1,GROUP_BY forward all2all,72.9892,72.9892,77.4420,0.0000,4.4529
llama-moe-6.7b,23375226854416,2,0,GROUP_BY forward all2all,72.9905,72.9905,77.4434,0.0000,4.4529
llama-moe-6.7b,23375226854896,2,0,GROUP_BY forward all2all,72.9906,72.9906,77.4434,0.0000,4.4529
llama-moe-6.7b,23375226846256,0,2,AGGREGATE forward all2all,86.2724,86.2724,90.7254,0.0000,4.4529
llama-moe-6.7b,23375226845776,0,2,AGGREGATE forward all2all,86.2724,86.2724,90.7254,0.0000,4.4529
llama-moe-6.7b,23375226852016,1,1,AGGREGATE forward all2all,86.2873,86.2873,90.7402,0.0000,4.4529
llama-moe-6.7b,23375226851536,1,1,AGGREGATE forward all2all,86.2873,86.2873,90.7402,0.0000,4.4529
llama-moe-6.7b,23375226860176,2,0,AGGREGATE forward all2all,86.2882,86.2882,90.7411,0.0000,4.4529
llama-moe-6.7b,23375226860656,2,0,AGGREGATE forward all2all,86.2883,86.2883,90.7412,0.0000,4.4529
llama-moe-6.7b,23375226859216,0,3,GROUP_BY forward all2all,103.2395,103.2395,107.6924,0.0000,4.4529
llama-moe-6.7b,23375226859696,0,3,GROUP_BY forward all2all,103.2395,103.2395,107.6924,0.0000,4.4529
llama-moe-6.7b,23375226861136,3,0,GROUP_BY forward all2all,103.2572,103.2572,107.7101,0.0000,4.4529
llama-moe-6.7b,23375226861616,3,0,GROUP_BY forward all2all,103.2574,103.2574,107.7102,0.0000,4.4529
llama-moe-6.7b,23375226844816,1,2,GROUP_BY forward all2all,103.2647,103.2647,107.7176,0.0000,4.4529
