model,task_id,layer,mb,info,ready_ms,start_ms,finish_ms,wait_ms,duration_ms
llama-moe-6.7b,23375226857776,0,0,GROUP_BY forward all2all,12.4378,12.4378,23.3083,0.0000,10.8705
llama-moe-6.7b,23375226857296,0,0,GROUP_BY forward all2all,12.4378,12.4378,23.3083,0.0000,10.8705
llama-moe-6.7b,23375226873136,0,0,AGGREGATE forward all2all,32.1522,32.1522,43.0227,0.0000,10.8705
llama-moe-6.7b,23375226872656,0,0,AGGREGATE forward all2all,32.1522,32.1522,43.0227,0.0000,10.8705
llama-moe-6.7b,23375226864976,0,1,GROUP_BY forward all2all,55.5368,55.5368,66.4073,0.0000,10.8705
llama-moe-6.7b,23375226865456,0,1,GROUP_BY forward all2all,55.5368,55.5368,66.4073,0.0000,10.8705
llama-moe-6.7b,23375226856816,1,0,GROUP_BY forward all2all,55.5493,55.5493,66.4198,0.0000,10.8705
llama-moe-6.7b,23375226856336,1,0,GROUP_BY forward all2all,55.5493,55.5493,66.4198,0.0000,10.8705
llama-moe-6.7b,23375226853456,0,1,AGGREGATE forward all2all,75.2512,75.2512,86.1217,0.0000,10.8705
llama-moe-6.7b,23375226853936,0,1,AGGREGATE forward all2all,75.2512,75.2512,86.1217,0.0000,10.8705
llama-moe-6.7b,23375226855856,1,0,AGGREGATE forward all2all,75.2650,75.2650,86.1355,0.0000,10.8705
llama-moe-6.7b,23375226855376,1,0,AGGREGATE forward all2all,75.2650,75.2650,86.1355,0.0000,10.8705
llama-moe-6.7b,23375226846736,0,2,GROUP_BY forward all2all,98.6460,98.6460,109.5165,0.0000,10.8705
llama-moe-6.7b,23375226847216,0,2,GROUP_BY forward all2all,98.6460,98.6460,109.5165,0.0000,10.8705
llama-moe-6.7b,23375226852496,1,1,GROUP_BY forward all2all,98.6600,98.6600,109.5305,0.0000,10.8705
llama-moe-6.7b,23375226852976,1,1,GROUP_BY forward all2all,98.6600,98.6600,109.5305,0.0000,10.8705
llama-moe-6.7b,23375226854896,2,0,GROUP_BY forward all2all,98.6619,98.6619,109.5324,0.0000,10.8705
llama-moe-6.7b,23375226854416,2,0,GROUP_BY forward all2all,98.6619,98.6619,109.5324,0.0000,10.8705
llama-moe-6.7b,23375226845776,0,2,AGGREGATE forward all2all,118.3604,118.3604,129.2309,0.0000,10.8705
llama-moe-6.7b,23375226846256,0,2,AGGREGATE forward all2all,118.3604,118.3604,129.2309,0.0000,10.8705
llama-moe-6.7b,23375226851536,1,1,AGGREGATE forward all2all,118.3757,118.3757,129.2462,0.0000,10.8705
llama-moe-6.7b,23375226852016,1,1,AGGREGATE forward all2all,118.3757,118.3757,129.2462,0.0000,10.8705
llama-moe-6.7b,23375226860656,2,0,AGGREGATE forward all2all,118.3773,118.3773,129.2478,0.0000,10.8705
llama-moe-6.7b,23375226860176,2,0,AGGREGATE forward all2all,118.3773,118.3773,129.2478,0.0000,10.8705
llama-moe-6.7b,23375226859216,0,3,GROUP_BY forward all2all,141.7451,141.7451,152.6156,0.0000,10.8705
llama-moe-6.7b,23375226859696,0,3,GROUP_BY forward all2all,141.7451,141.7451,152.6156,0.0000,10.8705
llama-moe-6.7b,23375226861616,3,0,GROUP_BY forward all2all,141.7644,141.7644,152.6349,0.0000,10.8705
llama-moe-6.7b,23375226861136,3,0,GROUP_BY forward all2all,141.7644,141.7644,152.6349,0.0000,10.8705
llama-moe-6.7b,23375226844816,1,2,GROUP_BY forward all2all,141.7708,141.7708,152.6413,0.0000,10.8705
llama-moe-6.7b,23375226845296,1,2,GROUP_BY forward all2all,141.7708,141.7708,152.6413,0.0000,10.8705
llama-moe-6.7b,23375226850576,2,1,GROUP_BY forward all2all,141.7726,141.7726,152.6431,0.0000,10.8705
llama-moe-6.7b,23375226851056,2,1,GROUP_BY forward all2all,141.7726,141.7726,152.6431,0.0000,10.8705
llama-moe-6.7b,23375226862096,0,3,AGGREGATE forward all2all,161.4594,161.4594,172.3299,0.0000,10.8705
llama-moe-6.7b,23375226862576,0,3,AGGREGATE forward all2all,161.4594,161.4594,172.3299,0.0000,10.8705
llama-moe-6.7b,23375226864496,3,0,AGGREGATE forward all2all,161.4777,161.4777,172.3482,0.0000,10.8705
llama-moe-6.7b,23375226864016,3,0,AGGREGATE forward all2all,161.4777,161.4777,172.3482,0.0000,10.8705
llama-moe-6.7b,23375226874576,1,2,AGGREGATE forward all2all,161.4865,161.4865,172.3570,0.0000,10.8705
llama-moe-6.7b,23375226875056,1,2,AGGREGATE forward all2all,161.4865,161.4865,172.3570,0.0000,10.8705
llama-moe-6.7b,23375226849616,2,1,AGGREGATE forward all2all,161.4880,161.4880,172.3585,0.0000,10.8705
llama-moe-6.7b,23375226850096,2,1,AGGREGATE forward all2all,161.4880,161.4880,172.3585,0.0000,10.8705
llama-moe-6.7b,23375226863056,1,3,GROUP_BY forward all2all,184.8711,184.8711,195.7416,0.0000,10.8705
llama-moe-6.7b,23375226863536,1,3,GROUP_BY forward all2all,184.8711,184.8711,195.7416,0.0000,10.8705
llama-moe-6.7b,23375226873616,2,2,GROUP_BY forward all2all,184.8834,184.8834,195.7539,0.0000,10.8705
llama-moe-6.7b,23375226874096,2,2,GROUP_BY forward all2all,184.8834,184.8834,195.7539,0.0000,10.8705
llama-moe-6.7b,23375226864736,3,0,AGGREGATE backward all2all,193.4233,193.4233,214.6599,0.0000,21.2366
llama-moe-6.7b,23375226864256,3,0,AGGREGATE backward all2all,193.4248,193.4248,214.6614,0.0000,21.2366
llama-moe-6.7b,23375226849136,3,1,GROUP_BY forward all2all,193.4920,193.4920,215.1623,0.0000,21.6703
llama-moe-6.7b,23375226848656,3,1,GROUP_BY forward all2all,193.4920,193.4920,215.1638,0.0000,21.6718
llama-moe-6.7b,23375226869776,1,3,AGGREGATE forward all2all,204.5868,204.5868,215.4573,0.0000,10.8705
llama-moe-6.7b,23375226870256,1,3,AGGREGATE forward all2all,204.5868,204.5868,215.4573,0.0000,10.8705
llama-moe-6.7b,23375226871696,2,2,AGGREGATE forward all2all,204.5987,204.5987,215.4692,0.0000,10.8705
