model,task_id,layer,mb,info,ready_ms,start_ms,finish_ms,wait_ms,duration_ms
mixtral8x7b,23375228847376,0,0,GROUP_BY forward all2all,12.5000,12.5000,12.5018,0.0000,0.0018
mixtral8x7b,23375228847856,0,0,GROUP_BY forward all2all,12.5000,12.5000,12.5018,0.0000,0.0018
mixtral8x7b,23375228854576,0,0,AGGREGATE forward all2all,73.8222,73.8222,122.5719,0.0000,48.7497
mixtral8x7b,23375228854096,0,0,AGGREGATE forward all2all,73.8222,73.8222,126.2772,0.0000,52.4550
mixtral8x7b,23375228853616,1,0,GROUP_BY forward all2all,135.2393,135.2393,135.2411,0.0000,0.0018
mixtral8x7b,23375228858416,0,1,GROUP_BY forward all2all,138.9414,138.9414,138.9432,0.0000,0.0018
mixtral8x7b,23375228857936,0,1,GROUP_BY forward all2all,138.9414,138.9414,138.9433,0.0000,0.0018
mixtral8x7b,23375228853136,1,0,GROUP_BY forward all2all,138.9446,138.9446,138.9464,0.0000,0.0018
mixtral8x7b,23375228852176,0,1,AGGREGATE forward all2all,200.2484,200.2484,216.0873,0.0000,15.8389
mixtral8x7b,23375228846416,1,0,AGGREGATE forward all2all,202.6708,202.6708,219.2094,0.0000,16.5385
mixtral8x7b,23375228852656,0,1,AGGREGATE forward all2all,200.2484,200.2484,222.2356,0.0000,21.9873
mixtral8x7b,23375228845456,2,0,GROUP_BY forward all2all,231.8802,231.8802,231.8820,0.0000,0.0018
mixtral8x7b,23375228859856,0,2,GROUP_BY forward all2all,234.8827,234.8827,234.8846,0.0000,0.0018
mixtral8x7b,23375228860336,0,2,GROUP_BY forward all2all,234.8827,234.8827,234.8846,0.0000,0.0018
mixtral8x7b,23375228846896,1,0,AGGREGATE forward all2all,198.9655,198.9655,235.4018,0.0000,36.4363
mixtral8x7b,23375228856976,1,1,GROUP_BY forward all2all,248.0673,248.0673,248.0692,0.0000,0.0018
mixtral8x7b,23375228857456,1,1,GROUP_BY forward all2all,248.0673,248.0673,248.0692,0.0000,0.0018
mixtral8x7b,23375228845936,2,0,GROUP_BY forward all2all,248.0727,248.0727,248.0745,0.0000,0.0018
mixtral8x7b,23375228861296,0,2,AGGREGATE forward all2all,296.2050,296.2050,318.2356,0.0000,22.0306
mixtral8x7b,23375228860816,0,2,AGGREGATE forward all2all,296.2049,296.2049,321.0041,0.0000,24.7991
mixtral8x7b,23375228856496,1,1,AGGREGATE forward all2all,311.7936,311.7936,328.8749,0.0000,17.0813
mixtral8x7b,23375228856016,1,1,AGGREGATE forward all2all,311.7936,311.7936,333.5913,0.0000,21.7977
