model,task_id,layer,mb,info,ready_ms,start_ms,finish_ms,wait_ms,duration_ms
llama-moe-6.7b,23375226857296,0,0,GROUP_BY forward all2all,12.4378,12.4378,14.6830,0.0000,2.2452
llama-moe-6.7b,23375226857776,0,0,GROUP_BY forward all2all,12.4378,12.4378,14.6844,0.0000,2.2466
llama-moe-6.7b,23375226872656,0,0,AGGREGATE forward all2all,23.5268,23.5268,26.0431,0.0000,2.5163
llama-moe-6.7b,23375226873136,0,0,AGGREGATE forward all2all,23.5283,23.5283,26.0446,0.0000,2.5163
llama-moe-6.7b,23375226865456,0,1,GROUP_BY forward all2all,38.5587,38.5587,40.7972,0.0000,2.2385
llama-moe-6.7b,23375226856336,1,0,GROUP_BY forward all2all,38.5693,38.5693,40.8074,0.0000,2.2382
llama-moe-6.7b,23375226864976,0,1,GROUP_BY forward all2all,38.5587,38.5587,40.8230,0.0000,2.2643
llama-moe-6.7b,23375226856816,1,0,GROUP_BY forward all2all,38.5707,38.5707,40.8637,0.0000,2.2930
llama-moe-6.7b,23375226853936,0,1,AGGREGATE forward all2all,49.6411,49.6411,52.1574,0.0000,2.5163
llama-moe-6.7b,23375226855376,1,0,AGGREGATE forward all2all,49.6526,49.6526,52.1689,0.0000,2.5163
llama-moe-6.7b,23375226853456,0,1,AGGREGATE forward all2all,49.6669,49.6669,52.1832,0.0000,2.5163
llama-moe-6.7b,23375226855856,1,0,AGGREGATE forward all2all,49.7089,49.7089,52.2252,0.0000,2.5163
llama-moe-6.7b,23375226846736,0,2,GROUP_BY forward all2all,64.7076,64.7076,66.9345,0.0000,2.2269
llama-moe-6.7b,23375226847216,0,2,GROUP_BY forward all2all,64.7076,64.7076,66.9526,0.0000,2.2450
llama-moe-6.7b,23375226854416,2,0,GROUP_BY forward all2all,64.6949,64.6949,66.9760,0.0000,2.2811
llama-moe-6.7b,23375226852496,1,1,GROUP_BY forward all2all,64.7497,64.7497,66.9766,0.0000,2.2269
llama-moe-6.7b,23375226852976,1,1,GROUP_BY forward all2all,64.7497,64.7497,66.9766,0.0000,2.2269
llama-moe-6.7b,23375226854896,2,0,GROUP_BY forward all2all,64.7511,64.7511,67.0159,0.0000,2.2648
llama-moe-6.7b,23375226845776,0,2,AGGREGATE forward all2all,75.7784,75.7784,78.2946,0.0000,2.5163
llama-moe-6.7b,23375226846256,0,2,AGGREGATE forward all2all,75.7964,75.7964,78.3127,0.0000,2.5163
llama-moe-6.7b,23375226860176,2,0,AGGREGATE forward all2all,75.8208,75.8208,78.3371,0.0000,2.5163
llama-moe-6.7b,23375226851536,1,1,AGGREGATE forward all2all,75.8218,75.8218,78.3381,0.0000,2.5163
llama-moe-6.7b,23375226852016,1,1,AGGREGATE forward all2all,75.8218,75.8218,78.3381,0.0000,2.5163
llama-moe-6.7b,23375226860656,2,0,AGGREGATE forward all2all,75.8607,75.8607,78.3770,0.0000,2.5163
llama-moe-6.7b,23375226859216,0,3,GROUP_BY forward all2all,90.8268,90.8268,93.0538,0.0000,2.2269
llama-moe-6.7b,23375226845296,1,2,GROUP_BY forward all2all,90.8626,90.8626,93.1000,0.0000,2.2374
llama-moe-6.7b,23375226859696,0,3,GROUP_BY forward all2all,90.8268,90.8268,93.1076,0.0000,2.2808
llama-moe-6.7b,23375226851056,2,1,GROUP_BY forward all2all,90.9013,90.9013,93.1282,0.0000,2.2269
llama-moe-6.7b,23375226861136,3,0,GROUP_BY forward all2all,90.8533,90.8533,93.1341,0.0000,2.2808
llama-moe-6.7b,23375226844816,1,2,GROUP_BY forward all2all,90.8626,90.8626,93.1552,0.0000,2.2926
llama-moe-6.7b,23375226850576,2,1,GROUP_BY forward all2all,90.9013,90.9013,93.1570,0.0000,2.2557
llama-moe-6.7b,23375226861616,3,0,GROUP_BY forward all2all,90.8932,90.8932,93.2012,0.0000,2.3080
llama-moe-6.7b,23375226862096,0,3,AGGREGATE forward all2all,101.8976,101.8976,104.4139,0.0000,2.5163
llama-moe-6.7b,23375226875056,1,2,AGGREGATE forward all2all,101.9452,101.9452,104.4615,0.0000,2.5163
llama-moe-6.7b,23375226862576,0,3,AGGREGATE forward all2all,101.9515,101.9515,104.4678,0.0000,2.5163
llama-moe-6.7b,23375226850096,2,1,AGGREGATE forward all2all,101.9730,101.9730,104.4893,0.0000,2.5163
llama-moe-6.7b,23375226864016,3,0,AGGREGATE forward all2all,101.9769,101.9769,104.4932,0.0000,2.5163
llama-moe-6.7b,23375226874576,1,2,AGGREGATE forward all2all,102.0004,102.0004,104.5167,0.0000,2.5163
llama-moe-6.7b,23375226849616,2,1,AGGREGATE forward all2all,102.0018,102.0018,104.5181,0.0000,2.5163
