model,task_id,layer,mb,info,ready_ms,start_ms,finish_ms,wait_ms,duration_ms
qwen-moe-14.3b,23375247681136,0,0,GROUP_BY forward all2all,4.1359,4.1359,4.1390,0.0000,0.0031
qwen-moe-14.3b,23375247680656,0,0,GROUP_BY forward all2all,4.1359,4.1359,4.1390,0.0000,0.0031
qwen-moe-14.3b,23375247684016,0,0,AGGREGATE forward all2all,8.3799,8.3799,54.0445,0.0000,45.6646
qwen-moe-14.3b,23375247683536,0,0,AGGREGATE forward all2all,8.3799,8.3799,55.7115,0.0000,47.3316
qwen-moe-14.3b,23375247684976,1,0,GROUP_BY forward all2all,58.1890,58.1890,58.1921,0.0000,0.0031
qwen-moe-14.3b,23375247684496,1,0,GROUP_BY forward all2all,59.8560,59.8560,59.8591,0.0000,0.0031
qwen-moe-14.3b,23375247692656,0,1,GROUP_BY forward all2all,59.8596,59.8596,59.8627,0.0000,0.0031
qwen-moe-14.3b,23375247692176,0,1,GROUP_BY forward all2all,59.8596,59.8596,59.8627,0.0000,0.0031
qwen-moe-14.3b,23375247699376,1,0,AGGREGATE forward all2all,62.4294,62.4294,106.0269,0.0000,43.5975
qwen-moe-14.3b,23375247691696,0,1,AGGREGATE forward all2all,64.1015,64.1015,108.0024,0.0000,43.9009
qwen-moe-14.3b,23375247698896,1,0,AGGREGATE forward all2all,64.0964,64.0964,108.0261,0.0000,43.9297
qwen-moe-14.3b,23375247691216,0,1,AGGREGATE forward all2all,64.1015,64.1015,108.7456,0.0000,44.6441
qwen-moe-14.3b,23375247698416,2,0,GROUP_BY forward all2all,110.1767,110.1767,110.1798,0.0000,0.0031
qwen-moe-14.3b,23375247689776,1,1,GROUP_BY forward all2all,112.1690,112.1690,112.1722,0.0000,0.0031
qwen-moe-14.3b,23375247697936,2,0,GROUP_BY forward all2all,112.1759,112.1759,112.1790,0.0000,0.0031
qwen-moe-14.3b,23375247689296,1,1,GROUP_BY forward all2all,112.8902,112.8902,112.8933,0.0000,0.0031
qwen-moe-14.3b,23375247679216,0,2,GROUP_BY forward all2all,112.8937,112.8937,112.8968,0.0000,0.0031
qwen-moe-14.3b,23375247678736,0,2,GROUP_BY forward all2all,112.8937,112.8937,112.8968,0.0000,0.0031
qwen-moe-14.3b,23375247695536,2,0,AGGREGATE forward all2all,114.4156,114.4156,157.0622,0.0000,42.6466
qwen-moe-14.3b,23375247700336,1,1,AGGREGATE forward all2all,116.4094,116.4094,158.8591,0.0000,42.4497
qwen-moe-14.3b,23375247699856,1,1,AGGREGATE forward all2all,117.1305,117.1305,159.6160,0.0000,42.4855
qwen-moe-14.3b,23375247695056,2,0,AGGREGATE forward all2all,116.4148,116.4148,160.7497,0.0000,44.3349
qwen-moe-14.3b,23375247678256,0,2,AGGREGATE forward all2all,117.1357,117.1357,161.0240,0.0000,43.8884
qwen-moe-14.3b,23375247694576,3,0,GROUP_BY forward all2all,161.2120,161.2120,161.2151,0.0000,0.0031
qwen-moe-14.3b,23375247677776,0,2,AGGREGATE forward all2all,117.1357,117.1357,161.7419,0.0000,44.6062
qwen-moe-14.3b,23375247701296,2,1,GROUP_BY forward all2all,164.8926,164.8926,164.8957,0.0000,0.0031
qwen-moe-14.3b,23375247700816,2,1,GROUP_BY forward all2all,164.8926,164.8926,164.8957,0.0000,0.0031
qwen-moe-14.3b,23375247694096,3,0,GROUP_BY forward all2all,164.8995,164.8995,164.9026,0.0000,0.0031
qwen-moe-14.3b,23375247677296,1,2,GROUP_BY forward all2all,165.1738,165.1738,165.1769,0.0000,0.0031
qwen-moe-14.3b,23375247683056,0,3,GROUP_BY forward all2all,165.8848,165.8848,165.8879,0.0000,0.0031
qwen-moe-14.3b,23375247682576,0,3,GROUP_BY forward all2all,165.8848,165.8848,165.8879,0.0000,0.0031
qwen-moe-14.3b,23375247676816,1,2,GROUP_BY forward all2all,165.8917,165.8917,165.8948,0.0000,0.0031
qwen-moe-14.3b,23375247693616,3,0,AGGREGATE forward all2all,165.4499,165.4499,209.0019,0.0000,43.5520
qwen-moe-14.3b,23375247702256,2,1,AGGREGATE forward all2all,169.1336,169.1336,212.0767,0.0000,42.9431
qwen-moe-14.3b,23375247676336,1,2,AGGREGATE forward all2all,169.4120,169.4120,213.0031,0.0000,43.5910
qwen-moe-14.3b,23375247693136,3,0,AGGREGATE forward all2all,169.1373,169.1373,213.0039,0.0000,43.8665
qwen-moe-14.3b,23375247701776,2,1,AGGREGATE forward all2all,169.1336,169.1336,213.7400,0.0000,44.6063
qwen-moe-14.3b,23375247675856,1,2,AGGREGATE forward all2all,170.1299,170.1299,214.0024,0.0000,43.8725
qwen-moe-14.3b,23375247685936,0,3,AGGREGATE forward all2all,170.1289,170.1289,214.0350,0.0000,43.9062
qwen-moe-14.3b,23375247685456,0,3,AGGREGATE forward all2all,170.1289,170.1289,214.7100,0.0000,44.5812
qwen-moe-14.3b,23375247703216,3,1,GROUP_BY forward all2all,217.8341,217.8341,217.8373,0.0000,0.0032
qwen-moe-14.3b,23375247675376,2,2,GROUP_BY forward all2all,217.8881,217.8881,217.8912,0.0000,0.0031
qwen-moe-14.3b,23375247702736,3,1,GROUP_BY forward all2all,217.8848,217.8848,217.8985,0.0000,0.0137
qwen-moe-14.3b,23375247674896,2,2,GROUP_BY forward all2all,218.1522,218.1522,218.1553,0.0000,0.0031
qwen-moe-14.3b,23375247686896,1,3,GROUP_BY forward all2all,218.1795,218.1795,218.1826,0.0000,0.0031
qwen-moe-14.3b,23375247686416,1,3,GROUP_BY forward all2all,218.8546,218.8546,218.8577,0.0000,0.0031
qwen-moe-14.3b,23375247674416,2,2,AGGREGATE forward all2all,222.1270,222.1270,265.0898,0.0000,42.9628
qwen-moe-14.3b,23375247697456,1,3,AGGREGATE forward all2all,222.4199,222.4199,265.4506,0.0000,43.0307
qwen-moe-14.3b,23375247696976,1,3,AGGREGATE forward all2all,223.0949,223.0949,267.0141,0.0000,43.9192
qwen-moe-14.3b,23375247693376,3,0,AGGREGATE backward all2all,213.7123,213.7123,273.5215,0.0000,59.8092
qwen-moe-14.3b,23375247693856,3,0,AGGREGATE backward all2all,209.7103,209.7103,275.0349,0.0000,65.3246
qwen-moe-14.3b,23375247679696,3,1,AGGREGATE forward all2all,222.1332,222.1332,275.0724,0.0000,52.9392
qwen-moe-14.3b,23375247680176,3,1,AGGREGATE forward all2all,222.0740,222.0740,275.2179,0.0000,53.1439
qwen-moe-14.3b,23375247694336,3,0,GROUP_BY backward all2all,275.8621,275.8621,275.8652,0.0000,0.0031
qwen-moe-14.3b,23375247673936,2,2,AGGREGATE forward all2all,222.3911,222.3911,276.3124,0.0000,53.9213
qwen-moe-14.3b,23375247694816,3,0,GROUP_BY backward all2all,277.3755,277.3755,277.3786,0.0000,0.0031
qwen-moe-14.3b,23375247696496,2,3,GROUP_BY forward all2all,280.4606,280.4606,280.4637,0.0000,0.0031
qwen-moe-14.3b,23375247696016,2,3,GROUP_BY forward all2all,280.4606,280.4606,280.4637,0.0000,0.0031
qwen-moe-14.3b,23375247672976,3,2,GROUP_BY forward all2all,288.9705,288.9705,299.0057,0.0000,10.0353
qwen-moe-14.3b,23375247673456,3,2,GROUP_BY forward all2all,290.4839,290.4839,301.0044,0.0000,10.5205
qwen-moe-14.3b,23375247679936,3,1,AGGREGATE backward all2all,284.8260,284.8260,347.1595,0.0000,62.3336
qwen-moe-14.3b,23375247702976,3,1,GROUP_BY backward all2all,349.5001,349.5001,349.5163,0.0000,0.0162
qwen-moe-14.3b,23375247695296,2,0,AGGREGATE backward all2all,284.8401,284.8401,351.0573,0.0000,66.2173
qwen-moe-14.3b,23375247681616,3,2,AGGREGATE forward all2all,303.2404,303.2404,351.1206,0.0000,47.8802
qwen-moe-14.3b,23375247687856,2,3,AGGREGATE forward all2all,284.6995,284.6995,351.2731,0.0000,66.5736
qwen-moe-14.3b,23375247695776,2,0,AGGREGATE backward all2all,290.4626,290.4626,352.2643,0.0000,61.8017
qwen-moe-14.3b,23375247687376,2,3,AGGREGATE forward all2all,284.6995,284.6995,352.4968,0.0000,67.7973
qwen-moe-14.3b,23375247698176,2,0,GROUP_BY backward all2all,353.3976,353.3976,353.4007,0.0000,0.0031
qwen-moe-14.3b,23375247682096,3,2,AGGREGATE forward all2all,305.2391,305.2391,354.2434,0.0000,49.0043
qwen-moe-14.3b,23375247680416,3,1,AGGREGATE backward all2all,290.4492,290.4492,354.2831,0.0000,63.8338
qwen-moe-14.3b,23375247698656,2,0,GROUP_BY backward all2all,354.6046,354.6046,354.6077,0.0000,0.0031
qwen-moe-14.3b,23375247703456,3,1,GROUP_BY backward all2all,357.2790,357.2790,357.2821,0.0000,0.0031
qwen-moe-14.3b,23375247688816,3,3,GROUP_BY forward all2all,369.6871,369.6871,369.6985,0.0000,0.0114
qwen-moe-14.3b,23375247688336,3,3,GROUP_BY forward all2all,362.6194,362.6194,373.0050,0.0000,10.3856
qwen-moe-14.3b,23375247699136,1,0,AGGREGATE backward all2all,361.6728,361.6728,405.9999,0.0000,44.3272
qwen-moe-14.3b,23375247684736,1,0,GROUP_BY backward all2all,408.3404,408.3404,408.3435,0.0000,0.0031
qwen-moe-14.3b,23375247699616,1,0,AGGREGATE backward all2all,362.8757,362.8757,408.5272,0.0000,45.6515
qwen-moe-14.3b,23375247702016,2,1,AGGREGATE backward all2all,361.6727,361.6727,409.0817,0.0000,47.4089
qwen-moe-14.3b,23375247685216,1,0,GROUP_BY backward all2all,410.8677,410.8677,410.8708,0.0000,0.0031
qwen-moe-14.3b,23375247702496,2,1,AGGREGATE backward all2all,365.5654,365.5654,411.0062,0.0000,45.4409
qwen-moe-14.3b,23375247701056,2,1,GROUP_BY backward all2all,411.4219,411.4219,411.4250,0.0000,0.0031
qwen-moe-14.3b,23375247701536,2,1,GROUP_BY backward all2all,413.3465,413.3465,413.3496,0.0000,0.0031
qwen-moe-14.3b,23375247681856,3,2,AGGREGATE backward all2all,362.5900,362.5900,423.6670,0.0000,61.0770
qwen-moe-14.3b,23375247673216,3,2,GROUP_BY backward all2all,426.0076,426.0076,426.0188,0.0000,0.0112
qwen-moe-14.3b,23375247690256,3,3,AGGREGATE forward all2all,377.2397,377.2397,426.3972,0.0000,49.1575
qwen-moe-14.3b,23375247690736,3,3,AGGREGATE forward all2all,373.9333,373.9333,428.3022,0.0000,54.3689
qwen-moe-14.3b,23375247683776,0,0,AGGREGATE backward all2all,416.6114,416.6114,463.9061,0.0000,47.2947
qwen-moe-14.3b,23375247700096,1,1,AGGREGATE backward all2all,419.6930,419.6930,464.0714,0.0000,44.3784
qwen-moe-14.3b,23375247684256,0,0,AGGREGATE backward all2all,419.1387,419.1387,464.5435,0.0000,45.4048
qwen-moe-14.3b,23375247680896,0,0,GROUP_BY backward all2all,466.2463,466.2463,466.2494,0.0000,0.0031
qwen-moe-14.3b,23375247689536,1,1,GROUP_BY backward all2all,466.4119,466.4119,466.4150,0.0000,0.0031
qwen-moe-14.3b,23375247700576,1,1,AGGREGATE backward all2all,421.6176,421.6176,466.6245,0.0000,45.0069
qwen-moe-14.3b,23375247681376,0,0,GROUP_BY backward all2all,466.8837,466.8837,466.8868,0.0000,0.0031
qwen-moe-14.3b,23375247690016,1,1,GROUP_BY backward all2all,468.9650,468.9650,468.9681,0.0000,0.0031
qwen-moe-14.3b,23375247690976,3,3,AGGREGATE backward all2all,429.0106,429.0106,471.9669,0.0000,42.9563
qwen-moe-14.3b,23375247689056,3,3,GROUP_BY backward all2all,474.3075,474.3075,474.3106,0.0000,0.0031
qwen-moe-14.3b,23375247674176,2,2,AGGREGATE backward all2all,434.2883,434.2883,479.5436,0.0000,45.2553
qwen-moe-14.3b,23375247675136,2,2,GROUP_BY backward all2all,481.8838,481.8838,481.8869,0.0000,0.0031
qwen-moe-14.3b,23375247690496,3,3,AGGREGATE backward all2all,434.9826,434.9826,488.0044,0.0000,53.0218
qwen-moe-14.3b,23375247688576,3,3,GROUP_BY backward all2all,490.3450,490.3450,490.3481,0.0000,0.0031
qwen-moe-14.3b,23375247682336,3,2,AGGREGATE backward all2all,357.2924,357.2924,495.1231,0.0000,137.8307
qwen-moe-14.3b,23375247673696,3,2,GROUP_BY backward all2all,497.4637,497.4637,497.4668,0.0000,0.0031
qwen-moe-14.3b,23375247691456,0,1,AGGREGATE backward all2all,474.6829,474.6829,522.1411,0.0000,47.4582
qwen-moe-14.3b,23375247691936,0,1,AGGREGATE backward all2all,477.2360,477.2360,523.0088,0.0000,45.7728
qwen-moe-14.3b,23375247692416,0,1,GROUP_BY backward all2all,524.4813,524.4813,524.4844,0.0000,0.0031
qwen-moe-14.3b,23375247692896,0,1,GROUP_BY backward all2all,525.3490,525.3490,525.3521,0.0000,0.0031
qwen-moe-14.3b,23375247676096,1,2,AGGREGATE backward all2all,490.1550,490.1550,535.0452,0.0000,44.8903
qwen-moe-14.3b,23375247677056,1,2,GROUP_BY backward all2all,537.3857,537.3857,537.3888,0.0000,0.0031
qwen-moe-14.3b,23375247688096,2,3,AGGREGATE backward all2all,482.5801,482.5801,540.9639,0.0000,58.3838
qwen-moe-14.3b,23375247687616,2,3,AGGREGATE backward all2all,498.6176,498.6176,546.1475,0.0000,47.5298
qwen-moe-14.3b,23375247696256,2,3,GROUP_BY backward all2all,548.4877,548.4877,548.4908,0.0000,0.0031
qwen-moe-14.3b,23375247696736,2,3,GROUP_BY backward all2all,543.3042,543.3042,554.0075,0.0000,10.7034
qwen-moe-14.3b,23375247674656,2,2,AGGREGATE backward all2all,505.7363,505.7363,559.0611,0.0000,53.3248
qwen-moe-14.3b,23375247675616,2,2,GROUP_BY backward all2all,564.6017,564.6017,564.6048,0.0000,0.0031
qwen-moe-14.3b,23375247678016,0,2,AGGREGATE backward all2all,545.6567,545.6567,590.3888,0.0000,44.7321
qwen-moe-14.3b,23375247678976,0,2,GROUP_BY backward all2all,592.7290,592.7290,592.7321,0.0000,0.0031
qwen-moe-14.3b,23375247697216,1,3,AGGREGATE backward all2all,556.7589,556.7589,601.0598,0.0000,44.3009
qwen-moe-14.3b,23375247686656,1,3,GROUP_BY backward all2all,603.4002,603.4002,603.4033,0.0000,0.0031
qwen-moe-14.3b,23375247697696,1,3,AGGREGATE backward all2all,562.2756,562.2756,625.8505,0.0000,63.5750
qwen-moe-14.3b,23375247676576,1,2,AGGREGATE backward all2all,572.8729,572.8729,627.2602,0.0000,54.3873
qwen-moe-14.3b,23375247687136,1,3,GROUP_BY backward all2all,628.1910,628.1910,628.1941,0.0000,0.0031
qwen-moe-14.3b,23375247677536,1,2,GROUP_BY backward all2all,630.5314,630.5314,630.5345,0.0000,0.0031
qwen-moe-14.3b,23375247685696,0,3,AGGREGATE backward all2all,611.6712,611.6712,652.2251,0.0000,40.5539
qwen-moe-14.3b,23375247682816,0,3,GROUP_BY backward all2all,654.5653,654.5653,654.5684,0.0000,0.0031
qwen-moe-14.3b,23375247686176,0,3,AGGREGATE backward all2all,638.8339,638.8339,705.4933,0.0000,66.6595
qwen-moe-14.3b,23375247678496,0,2,AGGREGATE backward all2all,647.0533,647.0533,707.0762,0.0000,60.0229
qwen-moe-14.3b,23375247683296,0,3,GROUP_BY backward all2all,707.8335,707.8335,707.8366,0.0000,0.0031
qwen-moe-14.3b,23375247679456,0,2,GROUP_BY backward all2all,710.1737,710.1737,710.1768,0.0000,0.0031
