model,iteration,direction,phase,start_s,end_s,duration_s,power_w
llama-dev80,1,sim,idle,0.000000000,0.060543373,0.060543373,84.0000
llama-dev80,1,sim,attention,0.060543373,0.072851339,0.012307966,700.0000
llama-dev80,1,sim,addnorm,0.072851339,0.072927744,0.000076405,140.0000
llama-dev80,1,sim,gate,0.072927744,0.072991210,0.000063466,280.0000
llama-dev80,1,sim,idle,0.072991210,0.077444076,0.004452866,84.0000
llama-dev80,1,sim,gate,0.077444076,0.079528348,0.002084272,280.0000
llama-dev80,1,sim,experts,0.079528348,0.086283619,0.006755271,700.0000
llama-dev80,1,sim,idle,0.086283619,0.090741874,0.004458256,84.0000
llama-dev80,1,sim,addnorm,0.090741874,0.090818274,0.000076399,140.0000
llama-dev80,1,sim,idle,0.090818274,0.090818912,0.000000639,84.0000
llama-dev80,1,sim,attention,0.090818912,0.103126878,0.012307966,700.0000
llama-dev80,1,sim,addnorm,0.103126878,0.103203283,0.000076405,140.0000
llama-dev80,1,sim,gate,0.103203283,0.103266749,0.000063466,280.0000
llama-dev80,1,sim,idle,0.103266749,0.107719615,0.004452866,84.0000
llama-dev80,1,sim,gate,0.107719615,0.109803887,0.002084272,280.0000
llama-dev80,1,sim,experts,0.109803887,0.116559158,0.006755271,700.0000
llama-dev80,1,sim,idle,0.116559158,0.121017330,0.004458172,84.0000
llama-dev80,1,sim,addnorm,0.121017330,0.121093729,0.000076399,140.0000
llama-dev80,1,sim,idle,0.121093729,0.121094368,0.000000639,84.0000
llama-dev80,1,sim,attention,0.121094368,0.133402333,0.012307966,700.0000
llama-dev80,1,sim,addnorm,0.133402333,0.133478738,0.000076405,140.0000
llama-dev80,1,sim,gate,0.133478738,0.133542204,0.000063466,280.0000
llama-dev80,1,sim,idle,0.133542204,0.137995070,0.004452866,84.0000
llama-dev80,1,sim,gate,0.137995070,0.140079342,0.002084272,280.0000
llama-dev80,1,sim,experts,0.140079342,0.146834613,0.006755271,700.0000
llama-dev80,1,sim,idle,0.146834613,0.151292868,0.004458256,84.0000
llama-dev80,1,sim,addnorm,0.151292868,0.151369268,0.000076399,140.0000
llama-dev80,1,sim,attention,0.151369268,0.163677234,0.012307966,700.0000
llama-dev80,1,sim,addnorm,0.163677234,0.163753639,0.000076405,140.0000
llama-dev80,1,sim,gate,0.163753639,0.163817104,0.000063466,280.0000
llama-dev80,1,sim,idle,0.163817104,0.168269970,0.004452866,84.0000
llama-dev80,1,sim,gate,0.168269970,0.170354242,0.002084272,280.0000
llama-dev80,1,sim,experts,0.170354242,0.177109513,0.006755271,700.0000
llama-dev80,1,sim,idle,0.177109513,0.181567769,0.004458256,84.0000
llama-dev80,1,sim,addnorm,0.181567769,0.181644168,0.000076399,140.0000
llama-dev80,1,sim,idle,0.181644168,0.215590082,0.033945914,84.0000
llama-dev80,1,sim,addnorm,0.215590082,0.215741459,0.000151378,140.0000
llama-dev80,1,sim,gate,0.215741459,0.215745171,0.000003712,280.0000
llama-dev80,1,sim,idle,0.215745171,0.220194326,0.004449154,84.0000
llama-dev80,1,sim,gate,0.220194326,0.220285810,0.000091485,280.0000
llama-dev80,1,sim,experts,0.220285810,0.224830783,0.004544973,700.0000
llama-dev80,1,sim,idle,0.224830783,0.229332511,0.004501728,84.0000
llama-dev80,1,sim,gate,0.229332511,0.229454546,0.000122035,280.0000
llama-dev80,1,sim,addnorm,0.229454546,0.229605920,0.000151374,140.0000
llama-dev80,1,sim,attention,0.229605920,0.254221852,0.024615932,700.0000
llama-dev80,1,sim,addnorm,0.254221852,0.254373229,0.000151378,140.0000
llama-dev80,1,sim,gate,0.254373229,0.254376941,0.000003712,280.0000
llama-dev80,1,sim,idle,0.254376941,0.258826095,0.004449154,84.0000
llama-dev80,1,sim,gate,0.258826095,0.258917580,0.000091485,280.0000
llama-dev80,1,sim,experts,0.258917580,0.263462553,0.004544973,700.0000
llama-dev80,1,sim,idle,0.263462553,0.267964281,0.004501728,84.0000
llama-dev80,1,sim,gate,0.267964281,0.268086316,0.000122035,280.0000
llama-dev80,1,sim,addnorm,0.268086316,0.268237690,0.000151374,140.0000
llama-dev80,1,sim,attention,0.268237690,0.292853621,0.024615932,700.0000
llama-dev80,1,sim,idle,0.292853621,0.309182489,0.016328867,84.0000
llama-dev80,1,sim,addnorm,0.309182489,0.309333866,0.000151378,140.0000
llama-dev80,1,sim,gate,0.309333866,0.309337578,0.000003712,280.0000
llama-dev80,1,sim,idle,0.309337578,0.313786909,0.004449331,84.0000
llama-dev80,1,sim,gate,0.313786909,0.313878394,0.000091485,280.0000
llama-dev80,1,sim,experts,0.313878394,0.318423367,0.004544973,700.0000
llama-dev80,1,sim,idle,0.318423367,0.322925094,0.004501728,84.0000
llama-dev80,1,sim,gate,0.322925094,0.323047130,0.000122035,280.0000
llama-dev80,1,sim,addnorm,0.323047130,0.323198503,0.000151374,140.0000
llama-dev80,1,sim,attention,0.323198503,0.347814435,0.024615932,700.0000
llama-dev80,1,sim,idle,0.347814435,0.369648259,0.021833824,84.0000
llama-dev80,1,sim,addnorm,0.369648259,0.369799636,0.000151378,140.0000
llama-dev80,1,sim,gate,0.369799636,0.369803348,0.000003712,280.0000
llama-dev80,1,sim,idle,0.369803348,0.374252503,0.004449154,84.0000
llama-dev80,1,sim,gate,0.374252503,0.374343987,0.000091485,280.0000
llama-dev80,1,sim,experts,0.374343987,0.378888960,0.004544973,700.0000
llama-dev80,1,sim,idle,0.378888960,0.383390688,0.004501728,84.0000
llama-dev80,1,sim,gate,0.383390688,0.383512723,0.000122035,280.0000
llama-dev80,1,sim,addnorm,0.383512723,0.383664097,0.000151374,140.0000
llama-dev80,1,sim,attention,0.383664097,0.408280029,0.024615932,700.0000
llama-dev80,1,sim,idle,0.408280029,0.494422130,0.086142102,84.0000
llama-dev80,2,sim,idle,0.494422130,0.554965504,0.060543373,84.0000
llama-dev80,2,sim,attention,0.554965504,0.567273470,0.012307966,700.0000
llama-dev80,2,sim,addnorm,0.567273470,0.567349875,0.000076405,140.0000
llama-dev80,2,sim,gate,0.567349875,0.567413340,0.000063466,280.0000
llama-dev80,2,sim,idle,0.567413340,0.571866206,0.004452866,84.0000
llama-dev80,2,sim,gate,0.571866206,0.573950478,0.002084272,280.0000
llama-dev80,2,sim,experts,0.573950478,0.580705749,0.006755271,700.0000
llama-dev80,2,sim,idle,0.580705749,0.585164005,0.004458256,84.0000
llama-dev80,2,sim,addnorm,0.585164005,0.585240404,0.000076399,140.0000
llama-dev80,2,sim,idle,0.585240404,0.585241043,0.000000639,84.0000
llama-dev80,2,sim,attention,0.585241043,0.597549009,0.012307966,700.0000
llama-dev80,2,sim,addnorm,0.597549009,0.597625413,0.000076405,140.0000
llama-dev80,2,sim,gate,0.597625413,0.597688879,0.000063466,280.0000
llama-dev80,2,sim,idle,0.597688879,0.602141745,0.004452866,84.0000
llama-dev80,2,sim,gate,0.602141745,0.604226017,0.002084272,280.0000
llama-dev80,2,sim,experts,0.604226017,0.610981288,0.006755271,700.0000
llama-dev80,2,sim,idle,0.610981288,0.615439460,0.004458172,84.0000
llama-dev80,2,sim,addnorm,0.615439460,0.615515859,0.000076399,140.0000
llama-dev80,2,sim,idle,0.615515859,0.615516498,0.000000639,84.0000
llama-dev80,2,sim,attention,0.615516498,0.627824464,0.012307966,700.0000
llama-dev80,2,sim,addnorm,0.627824464,0.627900869,0.000076405,140.0000
llama-dev80,2,sim,gate,0.627900869,0.627964334,0.000063466,280.0000
llama-dev80,2,sim,idle,0.627964334,0.632417200,0.004452866,84.0000
llama-dev80,2,sim,gate,0.632417200,0.634501472,0.002084272,280.0000
llama-dev80,2,sim,experts,0.634501472,0.641256743,0.006755271,700.0000
llama-dev80,2,sim,idle,0.641256743,0.645714999,0.004458256,84.0000
llama-dev80,2,sim,addnorm,0.645714999,0.645791398,0.000076399,140.0000
llama-dev80,2,sim,attention,0.645791398,0.658099364,0.012307966,700.0000
llama-dev80,2,sim,addnorm,0.658099364,0.658175769,0.000076405,140.0000
llama-dev80,2,sim,gate,0.658175769,0.658239234,0.000063466,280.0000
llama-dev80,2,sim,idle,0.658239234,0.662692101,0.004452866,84.0000
llama-dev80,2,sim,gate,0.662692101,0.664776373,0.002084272,280.0000
