model,iteration,direction,phase,start_s,end_s,duration_s,power_w
llama-dev107,1,sim,idle,0.000000000,0.068533294,0.068533294,84.0000
llama-dev107,1,sim,attention,0.068533294,0.080841260,0.012307966,700.0000
llama-dev107,1,sim,addnorm,0.080841260,0.080917737,0.000076477,140.0000
llama-dev107,1,sim,gate,0.080917737,0.080971337,0.000053600,280.0000
llama-dev107,1,sim,gate,0.080971337,0.080981574,0.000010237,280.0000
llama-dev107,1,sim,idle,0.080981574,0.081604986,0.000623412,84.0000
llama-dev107,1,sim,gate,0.081604986,0.083689818,0.002084832,280.0000
llama-dev107,1,sim,experts,0.083689818,0.090447588,0.006757770,700.0000
llama-dev107,1,sim,idle,0.090447588,0.091291289,0.000843701,84.0000
llama-dev107,1,sim,addnorm,0.091291289,0.091367767,0.000076478,140.0000
llama-dev107,1,sim,experts,0.091367767,0.099832148,0.008464381,700.0000
llama-dev107,1,sim,attention,0.099832148,0.112140114,0.012307966,700.0000
llama-dev107,1,sim,addnorm,0.112140114,0.112367917,0.000227803,140.0000
llama-dev107,1,sim,gate,0.112367917,0.112435130,0.000067213,280.0000
llama-dev107,1,sim,idle,0.112435130,0.113613638,0.001178508,84.0000
llama-dev107,1,sim,gate,0.113613638,0.114660681,0.001047043,280.0000
llama-dev107,1,sim,experts,0.114660681,0.117056156,0.002395475,700.0000
llama-dev107,1,sim,gate,0.117056156,0.118185267,0.001129110,280.0000
llama-dev107,1,sim,experts,0.118185267,0.127139091,0.008953824,700.0000
llama-dev107,1,sim,gate,0.127139091,0.127261024,0.000121933,280.0000
llama-dev107,1,sim,addnorm,0.127261024,0.127412348,0.000151324,140.0000
llama-dev107,1,sim,attention,0.127412348,0.152028280,0.024615932,700.0000
llama-dev107,1,sim,addnorm,0.152028280,0.152104758,0.000076478,140.0000
llama-dev107,1,sim,experts,0.152104758,0.160569139,0.008464381,700.0000
llama-dev107,1,sim,attention,0.160569139,0.172877105,0.012307966,700.0000
llama-dev107,1,sim,addnorm,0.172877105,0.173104908,0.000227803,140.0000
llama-dev107,1,sim,gate,0.173104908,0.173172121,0.000067213,280.0000
llama-dev107,1,sim,idle,0.173172121,0.174298550,0.001126429,84.0000
llama-dev107,1,sim,gate,0.174298550,0.175345593,0.001047043,280.0000
llama-dev107,1,sim,experts,0.175345593,0.177741068,0.002395475,700.0000
llama-dev107,1,sim,gate,0.177741068,0.178870179,0.001129110,280.0000
llama-dev107,1,sim,experts,0.178870179,0.187824003,0.008953824,700.0000
llama-dev107,1,sim,gate,0.187824003,0.187945936,0.000121933,280.0000
llama-dev107,1,sim,addnorm,0.187945936,0.188097260,0.000151324,140.0000
llama-dev107,1,sim,attention,0.188097260,0.212713192,0.024615932,700.0000
llama-dev107,1,sim,addnorm,0.212713192,0.212789670,0.000076478,140.0000
llama-dev107,1,sim,experts,0.212789670,0.221254051,0.008464381,700.0000
llama-dev107,1,sim,attention,0.221254051,0.233562017,0.012307966,700.0000
llama-dev107,1,sim,addnorm,0.233562017,0.233789820,0.000227803,140.0000
llama-dev107,1,sim,gate,0.233789820,0.233846796,0.000056976,280.0000
llama-dev107,1,sim,gate,0.233846796,0.233857033,0.000010237,280.0000
llama-dev107,1,sim,idle,0.233857033,0.235022950,0.001165917,84.0000
llama-dev107,1,sim,gate,0.235022950,0.236069993,0.001047043,280.0000
llama-dev107,1,sim,experts,0.236069993,0.238465468,0.002395475,700.0000
llama-dev107,1,sim,gate,0.238465468,0.239594579,0.001129110,280.0000
llama-dev107,1,sim,experts,0.239594579,0.248548403,0.008953824,700.0000
llama-dev107,1,sim,gate,0.248548403,0.248670336,0.000121933,280.0000
