
 STORAGE COMPLETE FOR    757 DATA POINTS 

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 NSOL  2466 TEMP      TEMP       54.83       2.615       67.20      0.1847E-001

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     02:47:37  JUL 28, 2026 CP=    741.858

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
   0.10000E-02   67.2008     
   0.39567E-02   67.2008     
   0.49423E-02   67.2008     
   0.53651E-02   67.2008     
   0.57878E-02   67.2008     
   0.66333E-02   67.2008     
   0.83242E-02   67.2008     
   0.11706E-01   67.2008     
   0.18470E-01   67.2008     
   0.24654E-01   67.2008     
   0.24685E-01   67.2005     
   0.24716E-01   67.1996     
   0.24809E-01   67.1915     
   0.24902E-01   67.1796     
   0.68652E-01   59.4167     
   0.83236E-01   57.7122     
   0.97819E-01   56.6357     
   0.11240       55.9606     
   0.12699       55.5378     
   0.14157       55.2730     
   0.15615       55.1072     
   0.17074       55.0034     
   0.18532       54.9384     
   0.19990       54.8977     
   0.21449       54.8723     
   0.24365       54.8490     
   0.30199       54.8353     
   0.37490       54.8310     
   0.37810       55.9490     
   0.38129       57.1470     
   0.39086       59.9374     
   0.40044       61.9761     
   0.44419       57.5742     
   0.45877       56.5594     
   0.47336       55.9140     
   0.48794       55.5088     
   0.50252       55.2549     
   0.51711       55.0959     
   0.53169       54.9963     
   0.54627       54.9340     
   0.56086       54.8950     
   0.59002       54.8594     
   0.64836       54.8384     
   0.75044       54.8313     
   0.75045       54.8313     
   0.75046       54.8313     
   0.75049       54.8313     
   0.75050       54.8314     
   0.75051       54.8315     
   0.75055       54.8318     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     02:47:37  JUL 28, 2026 CP=    741.860

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
   0.75058       54.8321     
   0.79433       54.8324     
   0.83808       54.8306     
   0.88183       54.8300     
   0.96933       54.8297     
    1.1006       54.8296     
    1.1023       55.3978     
    1.1041       56.0721     
    1.1093       57.9648     
    1.1146       59.5805     
    1.1584       56.7133     
    1.1729       56.0202     
    1.1875       55.5764     
    1.2021       55.2973     
    1.2167       55.1225     
    1.2313       55.0130     
    1.2459       54.9444     
    1.2604       54.9015     
    1.2750       54.8746     
    1.3042       54.8501     
    1.3625       54.8356     
    1.4646       54.8308     
    1.4647       54.8311     
    1.4647       54.8320     
    1.4648       54.8384     
    1.4649       54.8472     
    1.4711       57.0258     
    1.4773       59.0090     
    1.4889       61.6394     
    1.5006       63.4333     
    1.5074       64.2574     
    1.5143       64.9014     
    1.5173       65.1590     
    1.5204       65.3877     
    1.5297       65.8856     
    1.5389       66.2467     
    1.5389       66.2476     
    1.5390       66.2479     
    1.5391       66.2435     
    1.5392       66.2351     
    1.5829       59.0783     
    1.5975       57.5003     
    1.6121       56.5031     
    1.6267       55.8776     
    1.6412       55.4858     
    1.6558       55.2405     
    1.6704       55.0869     
    1.6850       54.9907     
    1.6996       54.9305     
    1.7142       54.8927     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     02:47:37  JUL 28, 2026 CP=    741.861

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
    1.7433       54.8584     
    1.8017       54.8381     
    1.8892       54.8314     
    1.8924       55.9494     
    1.8955       57.1473     
    1.9051       59.9376     
    1.9147       61.9762     
    1.9584       57.5742     
    1.9730       56.5595     
    1.9876       55.9141     
    2.0022       55.5088     
    2.0168       55.2549     
    2.0314       55.0959     
    2.0459       54.9963     
    2.0605       54.9340     
    2.0751       54.8950     
    2.1043       54.8594     
    2.1626       54.8384     
    2.2647       54.8313     
    2.2647       54.8313     
    2.2647       54.8313     
    2.2647       54.8313     
    2.2648       54.8314     
    2.2648       54.8315     
    2.2648       54.8318     
    2.2648       54.8321     
    2.3086       54.8324     
    2.3523       54.8306     
    2.3961       54.8300     
    2.4836       54.8297     
    2.6148       54.8296     
    2.6166       55.3978     
    2.6183       56.0721     
    2.6236       57.9648     
    2.6289       59.5805     
    2.6726       56.7133     
    2.6872       56.0202     
    2.7018       55.5764     
    2.7164       55.2973     
    2.7310       55.1225     
    2.7455       55.0130     
    2.7601       54.9444     
    2.7747       54.9015     
    2.7893       54.8746     
    2.8185       54.8501     
    2.8768       54.8356     
    2.9789       54.8308     
    2.9789       54.8311     
    2.9790       54.8320     
    2.9791       54.8384     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     02:47:37  JUL 28, 2026 CP=    741.862

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
    2.9792       54.8472     
    2.9854       57.0258     
    2.9915       59.0090     
    3.0032       61.6394     
    3.0148       63.4333     
    3.0217       64.2574     
    3.0285       64.9014     
    3.0316       65.1590     
    3.0347       65.3877     
    3.0439       65.8856     
    3.0532       66.2467     
    3.0532       66.2476     
    3.0532       66.2479     
    3.0533       66.2435     
    3.0534       66.2351     
    3.0972       59.0783     
    3.1118       57.5003     
    3.1263       56.5031     
    3.1409       55.8776     
    3.1555       55.4858     
    3.1701       55.2405     
    3.1847       55.0869     
    3.1993       54.9907     
    3.2138       54.9305     
    3.2284       54.8927     
    3.2576       54.8584     
    3.3159       54.8381     
    3.4034       54.8314     
    3.4066       55.9494     
    3.4098       57.1473     
    3.4194       59.9376     
    3.4290       61.9762     
    3.4727       57.5742     
    3.4873       56.5595     
    3.5019       55.9141     
    3.5165       55.5088     
    3.5310       55.2549     
    3.5456       55.0959     
    3.5602       54.9963     
    3.5748       54.9340     
    3.5894       54.8950     
    3.6185       54.8594     
    3.6769       54.8384     
    3.7790       54.8313     
    3.7790       54.8313     
    3.7790       54.8313     
    3.7790       54.8313     
    3.7790       54.8314     
    3.7790       54.8315     
    3.7791       54.8318     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     02:47:37  JUL 28, 2026 CP=    741.863

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
    3.7791       54.8321     
    3.8228       54.8324     
    3.8666       54.8306     
    3.9103       54.8300     
    3.9978       54.8297     
    4.1291       54.8296     
    4.1309       55.3978     
    4.1326       56.0721     
    4.1379       57.9648     
    4.1431       59.5805     
    4.1869       56.7133     
    4.2015       56.0202     
    4.2160       55.5764     
    4.2306       55.2973     
    4.2452       55.1225     
    4.2598       55.0130     
    4.2744       54.9444     
    4.2890       54.9015     
    4.3035       54.8746     
    4.3327       54.8501     
    4.3910       54.8356     
    4.4931       54.8308     
    4.4932       54.8311     
    4.4932       54.8320     
    4.4933       54.8384     
    4.4935       54.8472     
    4.4996       57.0258     
    4.5058       59.0090     
    4.5174       61.6394     
    4.5291       63.4333     
    4.5359       64.2574     
    4.5428       64.9014     
    4.5459       65.1590     
    4.5489       65.3877     
    4.5582       65.8856     
    4.5674       66.2467     
    4.5675       66.2476     
    4.5675       66.2479     
    4.5676       66.2435     
    4.5677       66.2351     
    4.6114       59.0783     
    4.6260       57.5003     
    4.6406       56.5031     
    4.6552       55.8776     
    4.6698       55.4858     
    4.6843       55.2405     
    4.6989       55.0869     
    4.7135       54.9907     
    4.7281       54.9305     
    4.7427       54.8927     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
