
 STORAGE COMPLETE FOR   7850 DATA POINTS 

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 NSOL  3789 TEMP      TEMP       57.56      0.3027E-001  66.94       4.892     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     18:58:52  SEP 19, 2026 CP=   6899.766

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       3789 TEMP    
                  TEMP    
   0.10000E-02   57.5572     
   0.20092E-02   57.5572     
   0.30183E-02   57.5572     
   0.40275E-02   57.5572     
   0.50366E-02   57.5572     
   0.60458E-02   57.5572     
   0.70549E-02   57.5572     
   0.80641E-02   57.5572     
   0.90732E-02   57.5572     
   0.10082E-01   57.5572     
   0.11092E-01   57.5572     
   0.12101E-01   57.5572     
   0.13110E-01   57.5572     
   0.14119E-01   57.5572     
   0.15128E-01   57.5572     
   0.16137E-01   57.5572     
   0.17146E-01   57.5572     
   0.18156E-01   57.5572     
   0.19165E-01   57.5572     
   0.20174E-01   57.5572     
   0.21183E-01   57.5572     
   0.22192E-01   57.5572     
   0.23201E-01   57.5572     
   0.24211E-01   57.5572     
   0.25220E-01   57.5572     
   0.26229E-01   57.5572     
   0.27238E-01   57.5572     
   0.28247E-01   57.5572     
   0.29256E-01   57.5572     
   0.30266E-01   57.5572     
   0.31291E-01   57.7996     
   0.32317E-01   58.0795     
   0.33343E-01   58.3550     
   0.34368E-01   58.6181     
   0.35394E-01   58.8671     
   0.36420E-01   59.1021     
   0.37445E-01   59.3238     
   0.38471E-01   59.5330     
   0.39496E-01   59.7307     
   0.40522E-01   59.9177     
   0.41548E-01   60.0950     
   0.42573E-01   60.2634     
   0.42586E-01   60.2654     
   0.42599E-01   60.2674     
   0.42612E-01   60.2693     
   0.42624E-01   60.2711     
   0.42637E-01   60.2727     
   0.42650E-01   60.2741     
   0.42663E-01   60.2753     
   0.42675E-01   60.2764     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     18:58:52  SEP 19, 2026 CP=   6899.766

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       3789 TEMP    
                  TEMP    
   0.42688E-01   60.2774     
   0.42701E-01   60.2783     
   0.42714E-01   60.2790     
   0.43270E-01   60.2335     
   0.43827E-01   60.1658     
   0.44383E-01   60.0924     
   0.44940E-01   60.0185     
   0.45497E-01   59.9458     
   0.46053E-01   59.8753     
   0.46610E-01   59.8072     
   0.47167E-01   59.7419     
   0.47427E-01   59.7244     
   0.47688E-01   59.7142     
   0.47948E-01   59.7075     
   0.48209E-01   59.7025     
   0.48469E-01   59.6986     
   0.48730E-01   59.6954     
   0.48990E-01   59.6927     
   0.49251E-01   59.6905     
   0.50095E-01   59.8177     
   0.50940E-01   59.9731     
   0.51784E-01   60.1311     
   0.52629E-01   60.2856     
   0.53473E-01   60.4350     
   0.54318E-01   60.5789     
   0.55162E-01   60.7172     
   0.56007E-01   60.8500     
   0.56564E-01   60.8204     
   0.57121E-01   60.7543     
   0.57678E-01   60.6789     
   0.58236E-01   60.6018     
   0.58793E-01   60.5257     
   0.59350E-01   60.4516     
   0.59907E-01   60.3800     
   0.60465E-01   60.3111     
   0.60477E-01   60.3095     
   0.60490E-01   60.3079     
   0.60503E-01   60.3064     
   0.60516E-01   60.3049     
   0.60528E-01   60.3033     
   0.60541E-01   60.3018     
   0.61567E-01   60.4290     
   0.62592E-01   60.6013     
   0.63618E-01   60.7775     
   0.64644E-01   60.9492     
   0.65669E-01   61.1141     
   0.66695E-01   61.2717     
   0.67721E-01   61.4221     
   0.68746E-01   61.5656     
   0.69772E-01   61.7026     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     18:58:52  SEP 19, 2026 CP=   6899.767

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       3789 TEMP    
                  TEMP    
   0.70798E-01   61.8337     
   0.71823E-01   61.9592     
   0.72849E-01   62.0795     
   0.72862E-01   62.0810     
   0.72874E-01   62.0824     
   0.72887E-01   62.0837     
   0.72900E-01   62.0848     
   0.72913E-01   62.0858     
   0.72925E-01   62.0867     
   0.72938E-01   62.0873     
   0.72951E-01   62.0878     
   0.72964E-01   62.0882     
   0.72976E-01   62.0885     
   0.72989E-01   62.0886     
   0.73546E-01   62.0184     
   0.74102E-01   61.9270     
   0.74659E-01   61.8309     
   0.75216E-01   61.7351     
   0.75772E-01   61.6414     
   0.76329E-01   61.5507     
   0.76885E-01   61.4632     
   0.77442E-01   61.3792     
   0.77703E-01   61.3531     
   0.77963E-01   61.3345     
   0.78224E-01   61.3195     
   0.78484E-01   61.3064     
   0.78745E-01   61.2944     
   0.79005E-01   61.2834     
   0.79266E-01   61.2730     
   0.79527E-01   61.2631     
   0.80371E-01   61.3670     
   0.81215E-01   61.5003     
   0.82060E-01   61.6373     
   0.82904E-01   61.7719     
   0.83749E-01   61.9023     
   0.84593E-01   62.0281     
   0.85438E-01   62.1491     
   0.86282E-01   62.2654     
   0.86839E-01   62.2253     
   0.87397E-01   62.1489     
   0.87954E-01   62.0635     
   0.88511E-01   61.9768     
   0.89068E-01   61.8913     
   0.89626E-01   61.8080     
   0.90183E-01   61.7275     
   0.90740E-01   61.6499     
   0.90753E-01   61.6481     
   0.90766E-01   61.6463     
   0.90778E-01   61.6446     
   0.90791E-01   61.6428     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     18:58:52  SEP 19, 2026 CP=   6899.767

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       3789 TEMP    
                  TEMP    
   0.90804E-01   61.6411     
   0.90817E-01   61.6394     
   0.91842E-01   61.7513     
   0.92868E-01   61.9091     
   0.93894E-01   62.0714     
   0.94919E-01   62.2297     
   0.95945E-01   62.3818     
   0.96971E-01   62.5270     
   0.97996E-01   62.6655     
   0.99022E-01   62.7975     
   0.10005       62.9234     
   0.10107       63.0437     
   0.10210       63.1587     
   0.10312       63.2689     
   0.10314       63.2703     
   0.10315       63.2716     
   0.10316       63.2727     
   0.10318       63.2738     
   0.10319       63.2746     
   0.10320       63.2753     
   0.10321       63.2759     
   0.10323       63.2763     
   0.10324       63.2765     
   0.10325       63.2766     
   0.10326       63.2767     
   0.10382       63.2010     
   0.10438       63.1043     
   0.10493       63.0029     
   0.10549       62.9020     
   0.10605       62.8032     
   0.10660       62.7075     
   0.10716       62.6151     
   0.10772       62.5262     
   0.10798       62.4978     
   0.10824       62.4769     
   0.10850       62.4597     
   0.10876       62.4443     
   0.10902       62.4302     
   0.10928       62.4169     
   0.10954       62.4043     
   0.10980       62.3923     
   0.11065       62.4892     
   0.11149       62.6157     
   0.11234       62.7459     
   0.11318       62.8738     
   0.11402       62.9977     
   0.11487       63.1171     
   0.11571       63.2317     
   0.11656       63.3418     
   0.11711       63.2975     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     18:58:52  SEP 19, 2026 CP=   6899.767

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       3789 TEMP    
                  TEMP    
   0.11767       63.2171     
   0.11823       63.1277     
   0.11879       63.0370     
   0.11934       62.9475     
   0.11990       62.8603     
   0.12046       62.7758     
   0.12102       62.6943     
   0.12103       62.6925     
   0.12104       62.6906     
   0.12105       62.6888     
   0.12107       62.6870     
   0.12108       62.6851     
   0.12109       62.6834     
   0.12212       62.7882     
   0.12314       62.9390     
   0.12417       63.0945     
   0.12519       63.2460     
   0.12622       63.3913     
   0.12725       63.5299     
   0.12827       63.6618     
   0.12930       63.7873     
   0.13032       63.9068     
