
 STORAGE COMPLETE FOR   7440 DATA POINTS 

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 NSOL  2466 TEMP      TEMP       54.83      0.3433E-001  66.27       2.475     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     12:56:04  SEP 17, 2026 CP=   5257.809

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
   0.10000E-02   54.8296     
   0.20100E-02   54.8296     
   0.30199E-02   54.8296     
   0.40299E-02   54.8296     
   0.50399E-02   54.8296     
   0.60498E-02   54.8296     
   0.70598E-02   54.8296     
   0.80698E-02   54.8296     
   0.90797E-02   54.8296     
   0.10090E-01   54.8296     
   0.11100E-01   54.8296     
   0.12110E-01   54.8296     
   0.13120E-01   54.8296     
   0.14130E-01   54.8296     
   0.15140E-01   54.8296     
   0.16150E-01   54.8296     
   0.17159E-01   54.8296     
   0.18169E-01   54.8296     
   0.19179E-01   54.8296     
   0.20189E-01   54.8296     
   0.21199E-01   54.8296     
   0.22209E-01   54.8296     
   0.23219E-01   54.8296     
   0.24229E-01   54.8296     
   0.25239E-01   54.8296     
   0.26249E-01   54.8296     
   0.27259E-01   54.8296     
   0.28269E-01   54.8296     
   0.29279E-01   54.8296     
   0.30289E-01   54.8296     
   0.31299E-01   54.8296     
   0.32309E-01   54.8296     
   0.33319E-01   54.8296     
   0.34329E-01   54.8296     
   0.35339E-01   54.8296     
   0.36349E-01   54.8296     
   0.37359E-01   54.8296     
   0.38369E-01   54.8296     
   0.39379E-01   54.8296     
   0.40389E-01   54.8296     
   0.41399E-01   54.8296     
   0.42409E-01   54.8296     
   0.43419E-01   54.8296     
   0.44429E-01   54.8296     
   0.45454E-01   55.1227     
   0.46480E-01   55.4978     
   0.47506E-01   55.9001     
   0.48531E-01   56.3109     
   0.49557E-01   56.7207     
   0.50583E-01   57.1241     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     12:56:04  SEP 17, 2026 CP=   5257.809

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
   0.51608E-01   57.5177     
   0.52634E-01   57.8999     
   0.53660E-01   58.2694     
   0.54685E-01   58.6258     
   0.55711E-01   58.9691     
   0.56737E-01   59.2994     
   0.56749E-01   59.3034     
   0.56762E-01   59.3074     
   0.56775E-01   59.3113     
   0.56788E-01   59.3151     
   0.56800E-01   59.3187     
   0.56813E-01   59.3221     
   0.56826E-01   59.3253     
   0.56838E-01   59.3284     
   0.56851E-01   59.3314     
   0.56864E-01   59.3342     
   0.56876E-01   59.3369     
   0.56877E-01   59.3370     
   0.57137E-01   59.3746     
   0.57398E-01   59.4028     
   0.57658E-01   59.4250     
   0.57919E-01   59.4428     
   0.58179E-01   59.4571     
   0.58440E-01   59.4686     
   0.58701E-01   59.4776     
   0.58961E-01   59.4845     
   0.59805E-01   59.6476     
   0.60650E-01   59.8494     
   0.61494E-01   60.0628     
   0.62339E-01   60.2794     
   0.63183E-01   60.4956     
   0.64027E-01   60.7092     
   0.64872E-01   60.9188     
   0.65716E-01   61.1237     
   0.65822E-01   61.1407     
   0.65929E-01   61.1494     
   0.66035E-01   61.1520     
   0.66141E-01   61.1505     
   0.66247E-01   61.1462     
   0.66353E-01   61.1397     
   0.66459E-01   61.1315     
   0.66565E-01   61.1219     
   0.66578E-01   61.1208     
   0.66591E-01   61.1196     
   0.66603E-01   61.1184     
   0.66616E-01   61.1172     
   0.66629E-01   61.1160     
   0.66642E-01   61.1148     
   0.66642E-01   61.1148     
   0.67668E-01   61.2552     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     12:56:04  SEP 17, 2026 CP=   5257.809

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
   0.68693E-01   61.4476     
   0.69719E-01   61.6520     
   0.70745E-01   61.8582     
   0.71770E-01   62.0623     
   0.72796E-01   62.2621     
   0.73822E-01   62.4564     
   0.74847E-01   62.6444     
   0.75873E-01   62.8260     
   0.76899E-01   63.0010     
   0.77924E-01   63.1694     
   0.78950E-01   63.3313     
   0.78963E-01   63.3333     
   0.78976E-01   63.3352     
   0.78988E-01   63.3370     
   0.79001E-01   63.3386     
   0.79014E-01   63.3401     
   0.79027E-01   63.3415     
   0.79039E-01   63.3426     
   0.79052E-01   63.3437     
   0.79065E-01   63.3445     
   0.79077E-01   63.3453     
   0.79090E-01   63.3459     
   0.79090E-01   63.3459     
   0.79351E-01   63.3414     
   0.79611E-01   63.3280     
   0.79872E-01   63.3089     
   0.80132E-01   63.2858     
   0.80393E-01   63.2597     
   0.80654E-01   63.2311     
   0.80914E-01   63.2005     
   0.81175E-01   63.1682     
   0.82019E-01   63.2084     
   0.82863E-01   63.2913     
   0.83708E-01   63.3898     
   0.84552E-01   63.4953     
   0.85397E-01   63.6041     
   0.86241E-01   63.7138     
   0.87085E-01   63.8231     
   0.87930E-01   63.9309     
   0.88036E-01   63.9358     
   0.88142E-01   63.9323     
   0.88248E-01   63.9229     
   0.88354E-01   63.9095     
   0.88460E-01   63.8932     
   0.88566E-01   63.8748     
   0.88673E-01   63.8548     
   0.88779E-01   63.8335     
   0.88791E-01   63.8309     
   0.88804E-01   63.8283     
   0.88817E-01   63.8257     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     12:56:04  SEP 17, 2026 CP=   5257.810

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
   0.88830E-01   63.8231     
   0.88842E-01   63.8205     
   0.88855E-01   63.8179     
   0.88856E-01   63.8178     
   0.89881E-01   63.8493     
   0.90907E-01   63.9371     
   0.91933E-01   64.0412     
   0.92958E-01   64.1512     
   0.93984E-01   64.2629     
   0.95010E-01   64.3740     
   0.96035E-01   64.4831     
   0.97061E-01   64.5895     
   0.98087E-01   64.6927     
   0.99112E-01   64.7924     
   0.10014       64.8886     
   0.10116       64.9812     
   0.10118       64.9824     
   0.10119       64.9834     
   0.10120       64.9844     
   0.10121       64.9852     
   0.10123       64.9858     
   0.10124       64.9863     
   0.10125       64.9866     
   0.10127       64.9868     
   0.10128       64.9868     
   0.10129       64.9867     
   0.10130       64.9865     
   0.10130       64.9865     
   0.10156       64.9646     
   0.10182       64.9341     
   0.10209       64.8980     
   0.10235       64.8582     
   0.10261       64.8155     
   0.10287       64.7705     
   0.10313       64.7236     
   0.10339       64.6753     
   0.10423       64.6650     
   0.10508       64.6993     
   0.10592       64.7507     
   0.10677       64.8108     
   0.10761       64.8756     
   0.10845       64.9428     
   0.10930       65.0110     
   0.11014       65.0791     
   0.11025       65.0791     
   0.11036       65.0707     
   0.11046       65.0564     
   0.11057       65.0380     
   0.11067       65.0168     
   0.11078       64.9936     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R2          25.2     ***
 Ansys Mechanical Enterprise Academic Research     
 00236611  VERSION=LINUX x64     12:56:04  SEP 17, 2026 CP=   5257.810

                                                                               



          ***** MAPDL POST26 VARIABLE LISTING *****


    TIME       2466 TEMP    
                  TEMP    
   0.11089       64.9687     
   0.11099       64.9426     
   0.11100       64.9394     
   0.11102       64.9363     
   0.11103       64.9331     
   0.11104       64.9299     
   0.11106       64.9268     
   0.11107       64.9236     
   0.11107       64.9235     
   0.11209       64.9105     
   0.11312       64.9555     
   0.11415       65.0186     
   0.11517       65.0892     
   0.11620       65.1631     
   0.11722       65.2379     
   0.11825       65.3122     
   0.11927       65.3852     
   0.12030       65.4563     
   0.12133       65.5253     
   0.12235       65.5919     
   0.12338       65.6562     
