model,iteration,direction,phase,start_s,end_s,duration_s,power_w
qwen-dev21,1,sim,attention,0.000000000,0.004102656,0.004102655,700.0000
qwen-dev21,1,sim,addnorm,0.004102656,0.004109722,0.000007066,140.0000
qwen-dev21,1,sim,gate,0.004109722,0.004135869,0.000026147,280.0000
qwen-dev21,1,sim,gate,0.004135869,0.004141037,0.000005168,280.0000
qwen-dev21,1,sim,idle,0.004141037,0.053674488,0.049533452,84.0000
qwen-dev21,1,sim,gate,0.053674488,0.054765243,0.001090755,280.0000
qwen-dev21,1,sim,experts,0.054765243,0.057897695,0.003132451,700.0000
qwen-dev21,1,sim,idle,0.057897695,0.104003194,0.046105499,84.0000
qwen-dev21,1,sim,addnorm,0.104003194,0.104010261,0.000007067,140.0000
qwen-dev21,1,sim,attention,0.104010261,0.108112916,0.004102655,700.0000
qwen-dev21,1,sim,addnorm,0.108112916,0.108119982,0.000007066,140.0000
qwen-dev21,1,sim,gate,0.108119982,0.108151297,0.000031315,280.0000
qwen-dev21,1,sim,idle,0.108151297,0.155773734,0.047622436,84.0000
qwen-dev21,1,sim,gate,0.155773734,0.156864489,0.001090755,280.0000
qwen-dev21,1,sim,experts,0.156864489,0.159996940,0.003132451,700.0000
qwen-dev21,1,sim,idle,0.159996940,0.204706708,0.044709768,84.0000
qwen-dev21,1,sim,addnorm,0.204706708,0.204713775,0.000007067,140.0000
qwen-dev21,1,sim,attention,0.204713775,0.208816430,0.004102655,700.0000
qwen-dev21,1,sim,addnorm,0.208816430,0.208823496,0.000007066,140.0000
qwen-dev21,1,sim,gate,0.208823496,0.208854811,0.000031315,280.0000
qwen-dev21,1,sim,idle,0.208854811,0.256330243,0.047475432,84.0000
qwen-dev21,1,sim,gate,0.256330243,0.257420998,0.001090755,280.0000
qwen-dev21,1,sim,experts,0.257420998,0.260553449,0.003132451,700.0000
qwen-dev21,1,sim,idle,0.260553449,0.304746162,0.044192712,84.0000
qwen-dev21,1,sim,addnorm,0.304746162,0.304753228,0.000007067,140.0000
qwen-dev21,1,sim,idle,0.304753228,0.330010509,0.025257281,84.0000
qwen-dev21,1,sim,attention,0.330010509,0.334113165,0.004102655,700.0000
qwen-dev21,1,sim,addnorm,0.334113165,0.334120231,0.000007066,140.0000
qwen-dev21,1,sim,gate,0.334120231,0.334146378,0.000026147,280.0000
qwen-dev21,1,sim,gate,0.334146378,0.334151546,0.000005168,280.0000
qwen-dev21,1,sim,idle,0.334151546,0.382029743,0.047878197,84.0000
qwen-dev21,1,sim,gate,0.382029743,0.383120498,0.001090755,280.0000
qwen-dev21,1,sim,experts,0.383120498,0.386252949,0.003132451,700.0000
qwen-dev21,1,sim,idle,0.386252949,0.431005655,0.044752705,84.0000
qwen-dev21,1,sim,addnorm,0.431005655,0.431012721,0.000007067,140.0000
qwen-dev21,1,sim,idle,0.431012721,1.019677465,0.588664744,84.0000
qwen-dev21,1,sim,addnorm,1.019677465,1.019691502,0.000014037,140.0000
qwen-dev21,1,sim,gate,1.019691502,1.019694868,0.000003366,280.0000
qwen-dev21,1,sim,idle,1.019694868,1.064405467,0.044710599,84.0000
qwen-dev21,1,sim,gate,1.064405467,1.066743752,0.002338285,280.0000
qwen-dev21,1,sim,idle,1.066743752,1.107674170,0.040930418,84.0000
qwen-dev21,1,sim,gate,1.107674170,1.107708659,0.000034490,280.0000
qwen-dev21,1,sim,addnorm,1.107708659,1.107722703,0.000014044,140.0000
qwen-dev21,1,sim,attention,1.107722703,1.115928014,0.008205311,700.0000
qwen-dev21,1,sim,idle,1.115928014,1.122677201,0.006749188,84.0000
qwen-dev21,1,sim,addnorm,1.122677201,1.122691238,0.000014037,140.0000
qwen-dev21,1,sim,gate,1.122691238,1.122694605,0.000003366,280.0000
qwen-dev21,1,sim,idle,1.122694605,1.170153981,0.047459377,84.0000
qwen-dev21,1,sim,gate,1.170153981,1.172492266,0.002338285,280.0000
qwen-dev21,1,sim,idle,1.172492266,1.213831939,0.041339673,84.0000
qwen-dev21,1,sim,gate,1.213831939,1.213866428,0.000034490,280.0000
qwen-dev21,1,sim,addnorm,1.213866428,1.213880472,0.000014044,140.0000
qwen-dev21,1,sim,attention,1.213880472,1.222085783,0.008205311,700.0000
qwen-dev21,1,sim,idle,1.222085783,1.285242198,0.063156415,84.0000
qwen-dev21,1,sim,addnorm,1.285242198,1.285256235,0.000014037,140.0000
qwen-dev21,1,sim,gate,1.285256235,1.285259601,0.000003366,280.0000
qwen-dev21,1,sim,idle,1.285259601,1.330601242,0.045341641,84.0000
qwen-dev21,1,sim,gate,1.330601242,1.332939527,0.002338285,280.0000
qwen-dev21,1,sim,idle,1.332939527,1.376813087,0.043873560,84.0000
qwen-dev21,1,sim,gate,1.376813087,1.376847577,0.000034490,280.0000
qwen-dev21,1,sim,addnorm,1.376847577,1.376861620,0.000014044,140.0000
qwen-dev21,1,sim,attention,1.376861620,1.385066931,0.008205311,700.0000
qwen-dev21,1,sim,idle,1.385066931,1.406541824,0.021474893,84.0000
qwen-dev21,1,sim,addnorm,1.406541824,1.406555861,0.000014037,140.0000
qwen-dev21,1,sim,gate,1.406555861,1.406559227,0.000003366,280.0000
qwen-dev21,1,sim,idle,1.406559227,1.473732119,0.067172891,84.0000
qwen-dev21,1,sim,gate,1.473732119,1.476070404,0.002338285,280.0000
qwen-dev21,1,sim,idle,1.476070404,1.520023344,0.043952941,84.0000
qwen-dev21,1,sim,gate,1.520023344,1.520057834,0.000034490,280.0000
qwen-dev21,1,sim,addnorm,1.520057834,1.520071877,0.000014044,140.0000
qwen-dev21,1,sim,attention,1.520071877,1.528277188,0.008205311,700.0000
qwen-dev21,2,sim,attention,1.528277189,1.532379844,0.004102655,700.0000
qwen-dev21,2,sim,addnorm,1.532379844,1.532386910,0.000007066,140.0000
qwen-dev21,2,sim,gate,1.532386910,1.532413057,0.000026147,280.0000
qwen-dev21,2,sim,gate,1.532413057,1.532418225,0.000005168,280.0000
qwen-dev21,2,sim,idle,1.532418225,1.581951677,0.049533452,84.0000
qwen-dev21,2,sim,gate,1.581951677,1.583042432,0.001090755,280.0000
qwen-dev21,2,sim,experts,1.583042432,1.586174883,0.003132451,700.0000
qwen-dev21,2,sim,idle,1.586174883,1.632280382,0.046105499,84.0000
qwen-dev21,2,sim,addnorm,1.632280382,1.632287449,0.000007067,140.0000
qwen-dev21,2,sim,attention,1.632287449,1.636390105,0.004102655,700.0000
qwen-dev21,2,sim,addnorm,1.636390105,1.636397170,0.000007066,140.0000
qwen-dev21,2,sim,gate,1.636397170,1.636428486,0.000031315,280.0000
qwen-dev21,2,sim,idle,1.636428486,1.684050922,0.047622436,84.0000
qwen-dev21,2,sim,gate,1.684050922,1.685141677,0.001090755,280.0000
qwen-dev21,2,sim,experts,1.685141677,1.688274129,0.003132451,700.0000
qwen-dev21,2,sim,idle,1.688274129,1.732983896,0.044709768,84.0000
qwen-dev21,2,sim,addnorm,1.732983896,1.732990963,0.000007067,140.0000
qwen-dev21,2,sim,attention,1.732990963,1.737093618,0.004102655,700.0000
qwen-dev21,2,sim,addnorm,1.737093618,1.737100684,0.000007066,140.0000
qwen-dev21,2,sim,gate,1.737100684,1.737132000,0.000031315,280.0000
qwen-dev21,2,sim,idle,1.737132000,1.784607431,0.047475432,84.0000
qwen-dev21,2,sim,gate,1.784607431,1.785698187,0.001090755,280.0000
qwen-dev21,2,sim,experts,1.785698187,1.788830638,0.003132451,700.0000
qwen-dev21,2,sim,idle,1.788830638,1.833023350,0.044192712,84.0000
qwen-dev21,2,sim,addnorm,1.833023350,1.833030417,0.000007067,140.0000
qwen-dev21,2,sim,idle,1.833030417,1.858287698,0.025257281,84.0000
qwen-dev21,2,sim,attention,1.858287698,1.862390353,0.004102655,700.0000
qwen-dev21,2,sim,addnorm,1.862390353,1.862397419,0.000007066,140.0000
qwen-dev21,2,sim,gate,1.862397419,1.862423567,0.000026147,280.0000
qwen-dev21,2,sim,gate,1.862423567,1.862428735,0.000005168,280.0000
qwen-dev21,2,sim,idle,1.862428735,1.910306931,0.047878197,84.0000
qwen-dev21,2,sim,gate,1.910306931,1.911397686,0.001090755,280.0000
qwen-dev21,2,sim,experts,1.911397686,1.914530138,0.003132451,700.0000
qwen-dev21,2,sim,idle,1.914530138,1.959282843,0.044752705,84.0000
qwen-dev21,2,sim,addnorm,1.959282843,1.959289910,0.000007067,140.0000
qwen-dev21,2,sim,idle,1.959289910,2.547954654,0.588664744,84.0000
qwen-dev21,2,sim,addnorm,2.547954654,2.547968690,0.000014037,140.0000
qwen-dev21,2,sim,gate,2.547968690,2.547972057,0.000003366,280.0000
qwen-dev21,2,sim,idle,2.547972057,2.592682655,0.044710599,84.0000
qwen-dev21,2,sim,gate,2.592682655,2.595020940,0.002338285,280.0000
qwen-dev21,2,sim,idle,2.595020940,2.635951358,0.040930418,84.0000
qwen-dev21,2,sim,gate,2.635951358,2.635985848,0.000034490,280.0000
qwen-dev21,2,sim,addnorm,2.635985848,2.635999891,0.000014044,140.0000
qwen-dev21,2,sim,attention,2.635999891,2.644205202,0.008205311,700.0000
qwen-dev21,2,sim,idle,2.644205202,2.650954390,0.006749188,84.0000
qwen-dev21,2,sim,addnorm,2.650954390,2.650968427,0.000014037,140.0000
qwen-dev21,2,sim,gate,2.650968427,2.650971793,0.000003366,280.0000
qwen-dev21,2,sim,idle,2.650971793,2.698431170,0.047459377,84.0000
qwen-dev21,2,sim,gate,2.698431170,2.700769455,0.002338285,280.0000
qwen-dev21,2,sim,idle,2.700769455,2.742109127,0.041339673,84.0000
qwen-dev21,2,sim,gate,2.742109127,2.742143617,0.000034490,280.0000
qwen-dev21,2,sim,addnorm,2.742143617,2.742157660,0.000014044,140.0000
qwen-dev21,2,sim,attention,2.742157660,2.750362971,0.008205311,700.0000
qwen-dev21,2,sim,idle,2.750362971,2.813519386,0.063156415,84.0000
qwen-dev21,2,sim,addnorm,2.813519386,2.813533423,0.000014037,140.0000
qwen-dev21,2,sim,gate,2.813533423,2.813536790,0.000003366,280.0000
qwen-dev21,2,sim,idle,2.813536790,2.858878431,0.045341641,84.0000
qwen-dev21,2,sim,gate,2.858878431,2.861216716,0.002338285,280.0000
qwen-dev21,2,sim,idle,2.861216716,2.905090276,0.043873560,84.0000
qwen-dev21,2,sim,gate,2.905090276,2.905124765,0.000034490,280.0000
qwen-dev21,2,sim,addnorm,2.905124765,2.905138809,0.000014044,140.0000
qwen-dev21,2,sim,attention,2.905138809,2.913344120,0.008205311,700.0000
qwen-dev21,2,sim,idle,2.913344120,2.934819013,0.021474893,84.0000
qwen-dev21,2,sim,addnorm,2.934819013,2.934833049,0.000014037,140.0000
qwen-dev21,2,sim,gate,2.934833049,2.934836416,0.000003366,280.0000
qwen-dev21,2,sim,idle,2.934836416,3.002009307,0.067172891,84.0000
qwen-dev21,2,sim,gate,3.002009307,3.004347592,0.002338285,280.0000
qwen-dev21,2,sim,idle,3.004347592,3.048300533,0.043952941,84.0000
qwen-dev21,2,sim,gate,3.048300533,3.048335022,0.000034490,280.0000
qwen-dev21,2,sim,addnorm,3.048335022,3.048349066,0.000014044,140.0000
qwen-dev21,2,sim,attention,3.048349066,3.056554377,0.008205311,700.0000
qwen-dev21,3,sim,attention,3.056554377,3.060657032,0.004102655,700.0000
qwen-dev21,3,sim,addnorm,3.060657032,3.060664098,0.000007066,140.0000
qwen-dev21,3,sim,gate,3.060664098,3.060690246,0.000026147,280.0000
qwen-dev21,3,sim,gate,3.060690246,3.060695414,0.000005168,280.0000
qwen-dev21,3,sim,idle,3.060695414,3.110228865,0.049533452,84.0000
qwen-dev21,3,sim,gate,3.110228865,3.111319620,0.001090755,280.0000
qwen-dev21,3,sim,experts,3.111319620,3.114452072,0.003132451,700.0000
qwen-dev21,3,sim,idle,3.114452072,3.160557571,0.046105499,84.0000
qwen-dev21,3,sim,addnorm,3.160557571,3.160564637,0.000007067,140.0000
qwen-dev21,3,sim,attention,3.160564637,3.164667293,0.004102655,700.0000
qwen-dev21,3,sim,addnorm,3.164667293,3.164674359,0.000007066,140.0000
qwen-dev21,3,sim,gate,3.164674359,3.164705674,0.000031315,280.0000
qwen-dev21,3,sim,idle,3.164705674,3.212328110,0.047622436,84.0000
qwen-dev21,3,sim,gate,3.212328110,3.213418866,0.001090755,280.0000
qwen-dev21,3,sim,experts,3.213418866,3.216551317,0.003132451,700.0000
qwen-dev21,3,sim,idle,3.216551317,3.261261085,0.044709768,84.0000
qwen-dev21,3,sim,addnorm,3.261261085,3.261268151,0.000007067,140.0000
