iteration,round_id,layer,mb,info,ready_s,start_s,finish_s
1,23375228844016,3,0,GROUP_BY forward all2all,0.295668345,0.295668345,0.317516231
1,23375228843536,3,0,GROUP_BY forward all2all,0.296664420,0.296664420,0.319006176
1,23375228849776,3,0,AGGREGATE forward all2all,0.352497125,0.352497125,0.374259789
1,23375228849296,3,0,AGGREGATE forward all2all,0.353987070,0.353987070,0.376002038
1,23375228850016,3,0,AGGREGATE backward all2all,0.379529808,0.379529808,0.401880941
1,23375228855536,3,1,GROUP_BY forward all2all,0.393374727,0.393374727,0.411718359
1,23375228849536,3,0,AGGREGATE backward all2all,0.393613434,0.393613434,0.430006185
1,23375228855056,3,1,GROUP_BY forward all2all,0.393671496,0.393671496,0.430002916
1,23375228844256,3,0,GROUP_BY backward all2all,0.452684080,0.452684080,0.469270406
1,23375228859376,3,1,AGGREGATE forward all2all,0.475254547,0.475254547,0.498008010
1,23375228843776,3,0,GROUP_BY backward all2all,0.490457718,0.490457718,0.517734844
1,23375228858896,3,1,AGGREGATE forward all2all,0.503152222,0.503152222,0.527335713
1,23375228859616,3,1,AGGREGATE backward all2all,0.505530011,0.505530011,0.527642122
1,23375228859136,3,1,AGGREGATE backward all2all,0.560351842,0.560351842,0.604004870
1,23375228865616,3,2,GROUP_BY forward all2all,0.560392857,0.560392857,0.598211002
1,23375228855776,3,1,GROUP_BY backward all2all,0.567829377,0.567829377,0.590962775
1,23375228866096,3,2,GROUP_BY forward all2all,0.579538974,0.579538974,0.601658031
1,23375228867056,3,2,AGGREGATE forward all2all,0.650949270,0.650949270,0.673005086
1,23375228855296,3,1,GROUP_BY backward all2all,0.658665804,0.658665804,0.687005817
1,23375228866576,3,2,AGGREGATE forward all2all,0.671360308,0.671360308,0.693548866
1,23375228867296,3,2,AGGREGATE backward all2all,0.678275104,0.678275104,0.700452326
1,23375228866816,3,2,AGGREGATE backward all2all,0.729622815,0.729622815,0.765012415
1,23375228842576,3,3,GROUP_BY forward all2all,0.729680877,0.729680877,0.772006100
1,23375228843056,3,3,GROUP_BY forward all2all,0.752144763,0.752144763,0.780345356
1,23375228866336,3,2,GROUP_BY backward all2all,0.752724613,0.752724613,0.789004362
1,23375228865856,3,2,GROUP_BY backward all2all,0.815815554,0.815815554,0.837259910
1,23375228848336,3,3,AGGREGATE forward all2all,0.838386021,0.838386021,0.861004168
1,23375228848816,3,3,AGGREGATE forward all2all,0.839552071,0.839552071,0.861259871
1,23375228849056,3,3,AGGREGATE backward all2all,0.866529889,0.866529889,0.889003429
1,23375228848576,3,3,AGGREGATE backward all2all,0.868661485,0.868661485,0.890753455
1,23375228843296,3,3,GROUP_BY backward all2all,0.929190684,0.929190684,0.945925675
1,23375228842816,3,3,GROUP_BY backward all2all,0.930940710,0.930940710,0.955006411
2,23375228844016,3,0,GROUP_BY forward all2all,1.658071463,1.658071463,1.679919348
2,23375228843536,3,0,GROUP_BY forward all2all,1.659067537,1.659067537,1.681409293
2,23375228849776,3,0,AGGREGATE forward all2all,1.714900242,1.714900242,1.736662906
2,23375228849296,3,0,AGGREGATE forward all2all,1.716390187,1.716390187,1.738405155
2,23375228850016,3,0,AGGREGATE backward all2all,1.741932925,1.741932925,1.764284058
2,23375228855536,3,1,GROUP_BY forward all2all,1.755777844,1.755777844,1.774121476
2,23375228849536,3,0,AGGREGATE backward all2all,1.756016551,1.756016551,1.792409302
2,23375228855056,3,1,GROUP_BY forward all2all,1.756074613,1.756074613,1.792406033
2,23375228844256,3,0,GROUP_BY backward all2all,1.815087197,1.815087197,1.831673523
2,23375228859376,3,1,AGGREGATE forward all2all,1.837657665,1.837657665,1.860411127
2,23375228843776,3,0,GROUP_BY backward all2all,1.852860835,1.852860835,1.880137961
2,23375228858896,3,1,AGGREGATE forward all2all,1.865555339,1.865555339,1.889738830
2,23375228859616,3,1,AGGREGATE backward all2all,1.867933128,1.867933128,1.890045239
2,23375228859136,3,1,AGGREGATE backward all2all,1.922754959,1.922754959,1.966407988
2,23375228865616,3,2,GROUP_BY forward all2all,1.922795974,1.922795974,1.960614119
2,23375228855776,3,1,GROUP_BY backward all2all,1.930232495,1.930232495,1.953365892
2,23375228866096,3,2,GROUP_BY forward all2all,1.941942091,1.941942091,1.964061148
2,23375228867056,3,2,AGGREGATE forward all2all,2.013352387,2.013352387,2.035408203
2,23375228855296,3,1,GROUP_BY backward all2all,2.021068921,2.021068921,2.049408934
2,23375228866576,3,2,AGGREGATE forward all2all,2.033763425,2.033763425,2.055951983
2,23375228867296,3,2,AGGREGATE backward all2all,2.040678221,2.040678221,2.062855443
2,23375228866816,3,2,AGGREGATE backward all2all,2.092025932,2.092025932,2.127415532
2,23375228842576,3,3,GROUP_BY forward all2all,2.092083994,2.092083994,2.134409217
2,23375228843056,3,3,GROUP_BY forward all2all,2.114547880,2.114547880,2.142748473
2,23375228866336,3,2,GROUP_BY backward all2all,2.115127730,2.115127730,2.151407479
2,23375228865856,3,2,GROUP_BY backward all2all,2.178218671,2.178218671,2.199663027
2,23375228848336,3,3,AGGREGATE forward all2all,2.200789138,2.200789138,2.223407285
2,23375228848816,3,3,AGGREGATE forward all2all,2.201955188,2.201955188,2.223662988
2,23375228849056,3,3,AGGREGATE backward all2all,2.228933006,2.228933006,2.251406546
2,23375228848576,3,3,AGGREGATE backward all2all,2.231064602,2.231064602,2.253156572
2,23375228843296,3,3,GROUP_BY backward all2all,2.291593801,2.291593801,2.308328792
2,23375228842816,3,3,GROUP_BY backward all2all,2.293343827,2.293343827,2.317409528
3,23375228844016,3,0,GROUP_BY forward all2all,3.020474580,3.020474580,3.042322466
3,23375228843536,3,0,GROUP_BY forward all2all,3.021470654,3.021470654,3.043812410
3,23375228849776,3,0,AGGREGATE forward all2all,3.077303359,3.077303359,3.099066023
3,23375228849296,3,0,AGGREGATE forward all2all,3.078793304,3.078793304,3.100808272
3,23375228850016,3,0,AGGREGATE backward all2all,3.104336042,3.104336042,3.126687175
3,23375228855536,3,1,GROUP_BY forward all2all,3.118180962,3.118180962,3.136524594
3,23375228849536,3,0,AGGREGATE backward all2all,3.118419668,3.118419668,3.154812419
3,23375228855056,3,1,GROUP_BY forward all2all,3.118477730,3.118477730,3.154809150
3,23375228844256,3,0,GROUP_BY backward all2all,3.177490314,3.177490314,3.194076640
3,23375228859376,3,1,AGGREGATE forward all2all,3.200060782,3.200060782,3.222814244
3,23375228843776,3,0,GROUP_BY backward all2all,3.215263952,3.215263952,3.242541078
3,23375228858896,3,1,AGGREGATE forward all2all,3.227958456,3.227958456,3.252141947
3,23375228859616,3,1,AGGREGATE backward all2all,3.230336245,3.230336245,3.252448356
3,23375228859136,3,1,AGGREGATE backward all2all,3.285158076,3.285158076,3.328811105
3,23375228865616,3,2,GROUP_BY forward all2all,3.285199092,3.285199092,3.323017236
3,23375228855776,3,1,GROUP_BY backward all2all,3.292635612,3.292635612,3.315769009
3,23375228866096,3,2,GROUP_BY forward all2all,3.304345208,3.304345208,3.326464265
3,23375228867056,3,2,AGGREGATE forward all2all,3.375755504,3.375755504,3.397811321
3,23375228855296,3,1,GROUP_BY backward all2all,3.383472038,3.383472038,3.411812051
3,23375228866576,3,2,AGGREGATE forward all2all,3.396166542,3.396166542,3.418355100
3,23375228867296,3,2,AGGREGATE backward all2all,3.403081338,3.403081338,3.425258560
3,23375228866816,3,2,AGGREGATE backward all2all,3.454429049,3.454429049,3.489818649
3,23375228842576,3,3,GROUP_BY forward all2all,3.454487111,3.454487111,3.496812334
3,23375228843056,3,3,GROUP_BY forward all2all,3.476950997,3.476950997,3.505151591
3,23375228866336,3,2,GROUP_BY backward all2all,3.477530847,3.477530847,3.513810596
3,23375228865856,3,2,GROUP_BY backward all2all,3.540621788,3.540621788,3.562066144
3,23375228848336,3,3,AGGREGATE forward all2all,3.563192255,3.563192255,3.585810402
3,23375228848816,3,3,AGGREGATE forward all2all,3.564358305,3.564358305,3.586066105
3,23375228849056,3,3,AGGREGATE backward all2all,3.591336123,3.591336123,3.613809663
3,23375228848576,3,3,AGGREGATE backward all2all,3.593467719,3.593467719,3.615559689
3,23375228843296,3,3,GROUP_BY backward all2all,3.653996919,3.653996919,3.670731909
