iter,label,layer,direction,kind,start_s,end_s,duration_ms,nbytes
0,dispatch,0,fwd,a2a,1789849142.489817,1789849142.494510,4.6933,536870912
0,expert,0,fwd,gemm,1789849142.494516,1789849142.540366,45.8505,0
0,expert,0,bwd,gemm,1789849143.269231,1789849143.335383,66.1526,0
0,combine,0,fwd,a2a,1789849142.540368,1789849142.543006,2.6381,525680640
0,dispatch,1,fwd,a2a,1789849142.562797,1789849142.566051,3.2537,536870912
0,expert,1,fwd,gemm,1789849142.566055,1789849142.599425,33.3703,0
0,expert,1,bwd,gemm,1789849143.153047,1789849143.220099,67.0516,0
0,combine,1,fwd,a2a,1789849142.599430,1789849142.602992,3.5615,536125440
0,dispatch,2,fwd,a2a,1789849142.625481,1789849142.627023,1.5418,536870912
0,expert,2,fwd,gemm,1789849142.627024,1789849142.662082,35.0584,0
0,expert,2,bwd,gemm,1789849143.040493,1789849143.107483,66.9908,0
0,combine,2,fwd,a2a,1789849142.662086,1789849142.663868,1.7820,550510592
0,dispatch,3,fwd,a2a,1789849142.685446,1789849142.688722,3.2764,536870912
0,expert,3,fwd,gemm,1789849142.688727,1789849142.723995,35.2682,0
0,expert,3,bwd,gemm,1789849142.738063,1789849142.805909,67.8461,0
0,combine,3,fwd,a2a,1789849142.723996,1789849142.727333,3.3367,546611200
0,combine,3,bwd,a2a,1789849142.736246,1789849142.738059,1.8128,536870912
0,dispatch,3,bwd,a2a,1789849142.805911,1789849142.812894,6.9833,546611200
0,combine,2,bwd,a2a,1789849143.038887,1789849143.040488,1.6005,536870912
0,dispatch,2,bwd,a2a,1789849143.107485,1789849143.109753,2.2681,550510592
0,combine,1,bwd,a2a,1789849143.149875,1789849143.153047,3.1718,536870912
0,dispatch,1,bwd,a2a,1789849143.220102,1789849143.224526,4.4239,536125440
0,combine,0,bwd,a2a,1789849143.263692,1789849143.269228,5.5359,536870912
0,dispatch,0,bwd,a2a,1789849143.335383,1789849143.342139,6.7560,525680640
1,dispatch,0,fwd,a2a,1789849143.395499,1789849143.397564,2.0644,536870912
1,expert,0,fwd,gemm,1789849143.397567,1789849143.430895,33.3286,0
1,expert,0,bwd,gemm,1789849144.122709,1789849144.188061,65.3526,0
1,combine,0,fwd,a2a,1789849143.430898,1789849143.435184,4.2852,526303232
