iter,label,layer,direction,kind,start_s,end_s,duration_ms,nbytes
0,dispatch,0,fwd,a2a,1789849142.489799,1789849142.494298,4.4991,536870912
0,expert,0,fwd,gemm,1789849142.494302,1789849142.540195,45.8932,0
0,expert,0,bwd,gemm,1789849143.269495,1789849143.334805,65.3095,0
0,combine,0,fwd,a2a,1789849142.540198,1789849142.543122,2.9235,521158656
0,dispatch,1,fwd,a2a,1789849142.564628,1789849142.566324,1.6963,536870912
0,expert,1,fwd,gemm,1789849142.566327,1789849142.600413,34.0856,0
0,expert,1,bwd,gemm,1789849143.153008,1789849143.221308,68.3004,0
0,combine,1,fwd,a2a,1789849142.600417,1789849142.602795,2.3780,542482432
0,dispatch,2,fwd,a2a,1789849142.623465,1789849142.627035,3.5698,536870912
0,expert,2,fwd,gemm,1789849142.627037,1789849142.660383,33.3460,0
0,expert,2,bwd,gemm,1789849143.040815,1789849143.107067,66.2521,0
0,combine,2,fwd,a2a,1789849142.660387,1789849142.663846,3.4587,530612224
0,dispatch,3,fwd,a2a,1789849142.685449,1789849142.688960,3.5110,536870912
0,expert,3,fwd,gemm,1789849142.688963,1789849142.723593,34.6296,0
0,expert,3,bwd,gemm,1789849142.738308,1789849142.807569,69.2610,0
0,combine,3,fwd,a2a,1789849142.723597,1789849142.727082,3.4850,531398656
0,combine,3,bwd,a2a,1789849142.736165,1789849142.738305,2.1396,536870912
0,dispatch,3,bwd,a2a,1789849142.807572,1789849142.812890,5.3173,531398656
0,combine,2,bwd,a2a,1789849143.038630,1789849143.040812,2.1822,536870912
0,dispatch,2,bwd,a2a,1789849143.107070,1789849143.109880,2.8095,530612224
0,combine,1,bwd,a2a,1789849143.150744,1789849143.153004,2.2603,536870912
0,dispatch,1,bwd,a2a,1789849143.221311,1789849143.224318,3.0074,542482432
0,combine,0,bwd,a2a,1789849143.263915,1789849143.269493,5.5776,536870912
0,dispatch,0,bwd,a2a,1789849143.334808,1789849143.341912,7.1041,521158656
1,dispatch,0,fwd,a2a,1789849143.395465,1789849143.397484,2.0192,536870912
1,expert,0,fwd,gemm,1789849143.397487,1789849143.430746,33.2585,0
1,expert,0,bwd,gemm,1789849144.122979,1789849144.186877,63.8981,0
1,combine,0,fwd,a2a,1789849143.430749,1789849143.435296,4.5473,527966208
1,dispatch,1,fwd,a2a,1789849143.457026,1789849143.459199,2.1728,536870912
1,expert,1,fwd,gemm,1789849143.459202,1789849143.494359,35.1574,0
1,expert,1,bwd,gemm,1789849143.970433,1789849144.036975,66.5421,0
1,combine,1,fwd,a2a,1789849143.494362,1789849143.497824,3.4623,542834688
1,dispatch,2,fwd,a2a,1789849143.519189,1789849143.521258,2.0685,536870912
1,expert,2,fwd,gemm,1789849143.521261,1789849143.554811,33.5502,0
1,expert,2,bwd,gemm,1789849143.836659,1789849143.901259,64.5995,0
1,combine,2,fwd,a2a,1789849143.554814,1789849143.580860,26.0456,533733376
1,dispatch,3,fwd,a2a,1789849143.601470,1789849143.603418,1.9482,536870912
1,expert,3,fwd,gemm,1789849143.603421,1789849143.636254,32.8324,0
1,expert,3,bwd,gemm,1789849143.694535,1789849143.758263,63.7284,0
1,combine,3,fwd,a2a,1789849143.636257,1789849143.683834,47.5768,527294464
1,combine,3,bwd,a2a,1789849143.692343,1789849143.694532,2.1893,536870912
1,dispatch,3,bwd,a2a,1789849143.758266,1789849143.792761,34.4953,527294464
1,combine,2,bwd,a2a,1789849143.830407,1789849143.836656,6.2494,536870912
1,dispatch,2,bwd,a2a,1789849143.901262,1789849143.925344,24.0829,533733376
1,combine,1,bwd,a2a,1789849143.963324,1789849143.970430,7.1057,536870912
1,dispatch,1,bwd,a2a,1789849144.036978,1789849144.075585,38.6069,542834688
1,combine,0,bwd,a2a,1789849144.114039,1789849144.122977,8.9373,536870912
1,dispatch,0,bwd,a2a,1789849144.186881,1789849144.217394,30.5137,527966208
2,dispatch,0,fwd,a2a,1789849144.276855,1789849144.278896,2.0408,536870912
2,expert,0,fwd,gemm,1789849144.278898,1789849144.312270,33.3717,0
2,expert,0,bwd,gemm,1789849145.041545,1789849145.106082,64.5371,0
2,combine,0,fwd,a2a,1789849144.312273,1789849144.330621,18.3477,528777216
2,dispatch,1,fwd,a2a,1789849144.355894,1789849144.357798,1.9041,536870912
2,expert,1,fwd,gemm,1789849144.357801,1789849144.391562,33.7606,0
2,expert,1,bwd,gemm,1789849144.901279,1789849144.967854,66.5756,0
2,combine,1,fwd,a2a,1789849144.391565,1789849144.438108,46.5430,537419776
2,dispatch,2,fwd,a2a,1789849144.461002,1789849144.462922,1.9192,536870912
2,expert,2,fwd,gemm,1789849144.462925,1789849144.496133,33.2079,0
2,expert,2,bwd,gemm,1789849144.747748,1789849144.812166,64.4176,0
2,combine,2,fwd,a2a,1789849144.496135,1789849144.513793,17.6576,531374080
2,dispatch,3,fwd,a2a,1789849144.540294,1789849144.542224,1.9296,536870912
2,expert,3,fwd,gemm,1789849144.542227,1789849144.575448,33.2208,0
2,expert,3,bwd,gemm,1789849144.599854,1789849144.664407,64.5536,0
2,combine,3,fwd,a2a,1789849144.575451,1789849144.587274,11.8231,531980288
2,combine,3,bwd,a2a,1789849144.595975,1789849144.599851,3.8760,536870912
2,dispatch,3,bwd,a2a,1789849144.664410,1789849144.700906,36.4953,531980288
2,combine,2,bwd,a2a,1789849144.738926,1789849144.747746,8.8195,536870912
2,dispatch,2,bwd,a2a,1789849144.812169,1789849144.853091,40.9223,531374080
2,combine,1,bwd,a2a,1789849144.891685,1789849144.901276,9.5912,536870912
2,dispatch,1,bwd,a2a,1789849144.967857,1789849144.989775,21.9174,537419776
2,combine,0,bwd,a2a,1789849145.031879,1789849145.041542,9.6634,536870912
2,dispatch,0,bwd,a2a,1789849145.106085,1789849145.137488,31.4036,528777216
3,dispatch,0,fwd,a2a,1789849145.204605,1789849145.206718,2.1131,536870912
3,expert,0,fwd,gemm,1789849145.206721,1789849145.239513,32.7929,0
3,expert,0,bwd,gemm,1789849145.953496,1789849146.017019,63.5228,0
3,combine,0,fwd,a2a,1789849145.239517,1789849145.255328,15.8116,524615680
3,dispatch,1,fwd,a2a,1789849145.283010,1789849145.284926,1.9163,536870912
3,expert,1,fwd,gemm,1789849145.284930,1789849145.318214,33.2841,0
3,expert,1,bwd,gemm,1789849145.802112,1789849145.867198,65.0861,0
3,combine,1,fwd,a2a,1789849145.318217,1789849145.333283,15.0664,534388736
3,dispatch,2,fwd,a2a,1789849145.360184,1789849145.362326,2.1412,536870912
3,expert,2,fwd,gemm,1789849145.362329,1789849145.395720,33.3918,0
3,expert,2,bwd,gemm,1789849145.654518,1789849145.718920,64.4020,0
3,combine,2,fwd,a2a,1789849145.395724,1789849145.410350,14.6264,532774912
3,dispatch,3,fwd,a2a,1789849145.437387,1789849145.439720,2.3336,536870912
3,expert,3,fwd,gemm,1789849145.439723,1789849145.473018,33.2944,0
3,expert,3,bwd,gemm,1789849145.501962,1789849145.568811,66.8485,0
3,combine,3,fwd,a2a,1789849145.473022,1789849145.487134,14.1120,532176896
3,combine,3,bwd,a2a,1789849145.495620,1789849145.501960,6.3395,536870912
3,dispatch,3,bwd,a2a,1789849145.568814,1789849145.597605,28.7910,532176896
3,combine,2,bwd,a2a,1789849145.635327,1789849145.654516,19.1885,536870912
3,dispatch,2,bwd,a2a,1789849145.718923,1789849145.748734,29.8109,532774912
3,combine,1,bwd,a2a,1789849145.786541,1789849145.802109,15.5680,536870912
3,dispatch,1,bwd,a2a,1789849145.867202,1789849145.895703,28.5015,534388736
3,combine,0,bwd,a2a,1789849145.934369,1789849145.953493,19.1247,536870912
3,dispatch,0,bwd,a2a,1789849146.017022,1789849146.063208,46.1857,524615680
4,dispatch,0,fwd,a2a,1789849146.141730,1789849146.144345,2.6142,536870912
4,expert,0,fwd,gemm,1789849146.144348,1789849146.177666,33.3188,0
4,expert,0,bwd,gemm,1789849147.271128,1789849147.336639,65.5111,0
4,combine,0,fwd,a2a,1789849146.177670,1789849146.232631,54.9616,535027712
4,dispatch,1,fwd,a2a,1789849146.281632,1789849146.283739,2.1075,536870912
4,expert,1,fwd,gemm,1789849146.283742,1789849146.347761,64.0188,0
4,expert,1,bwd,gemm,1789849147.142100,1789849147.207584,65.4839,0
4,combine,1,fwd,a2a,1789849146.347765,1789849146.363818,16.0530,538861568
4,dispatch,2,fwd,a2a,1789849146.413607,1789849146.415539,1.9319,536870912
4,expert,2,fwd,gemm,1789849146.415542,1789849146.456436,40.8948,0
4,expert,2,bwd,gemm,1789849146.904882,1789849146.969967,65.0851,0
4,combine,2,fwd,a2a,1789849146.456440,1789849146.499900,43.4594,533454848
4,dispatch,3,fwd,a2a,1789849146.554212,1789849146.556525,2.3139,536870912
4,expert,3,fwd,gemm,1789849146.556529,1789849146.589766,33.2370,0
4,expert,3,bwd,gemm,1789849146.657229,1789849146.721767,64.5379,0
