iter,label,layer,direction,kind,start_s,end_s,duration_ms,nbytes
0,dispatch,0,fwd,a2a,1789849142.492512,1789849142.494366,1.8539,536870912
0,expert,0,fwd,gemm,1789849142.494368,1789849142.541063,46.6948,0
0,expert,0,bwd,gemm,1789849143.269801,1789849143.336907,67.1056,0
0,combine,0,fwd,a2a,1789849142.541067,1789849142.543218,2.1514,536969216
0,dispatch,1,fwd,a2a,1789849142.562856,1789849142.566392,3.5360,536870912
0,expert,1,fwd,gemm,1789849142.566395,1789849142.599368,32.9730,0
0,expert,1,bwd,gemm,1789849143.152856,1789849143.219066,66.2102,0
0,combine,1,fwd,a2a,1789849142.599372,1789849142.602974,3.6022,526811136
0,dispatch,2,fwd,a2a,1789849142.623520,1789849142.626930,3.4094,536870912
0,expert,2,fwd,gemm,1789849142.626930,1789849142.660235,33.3046,0
0,expert,2,bwd,gemm,1789849143.040727,1789849143.105866,65.1390,0
0,combine,2,fwd,a2a,1789849142.660239,1789849142.663946,3.7076,534765568
0,dispatch,3,fwd,a2a,1789849142.687122,1789849142.688810,1.6884,536870912
0,expert,3,fwd,gemm,1789849142.688813,1789849142.725042,36.2289,0
0,expert,3,bwd,gemm,1789849142.737950,1789849142.811574,73.6239,0
0,combine,3,fwd,a2a,1789849142.725047,1789849142.726907,1.8593,554262528
0,combine,3,bwd,a2a,1789849142.736043,1789849142.737950,1.9066,536870912
0,dispatch,3,bwd,a2a,1789849142.811579,1789849142.813318,1.7390,554262528
0,combine,2,bwd,a2a,1789849143.038883,1789849143.040724,1.8402,536870912
0,dispatch,2,bwd,a2a,1789849143.105868,1789849143.110265,4.3975,534765568
0,combine,1,bwd,a2a,1789849143.150696,1789849143.152855,2.1593,536870912
0,dispatch,1,bwd,a2a,1789849143.219071,1789849143.224517,5.4458,526811136
0,combine,0,bwd,a2a,1789849143.263993,1789849143.269800,5.8073,536870912
0,dispatch,0,bwd,a2a,1789849143.336911,1789849143.341977,5.0658,536969216
1,dispatch,0,fwd,a2a,1789849143.395457,1789849143.397344,1.8866,536870912
1,expert,0,fwd,gemm,1789849143.397346,1789849143.431808,34.4614,0
1,expert,0,bwd,gemm,1789849144.122403,1789849144.189781,67.3780,0
1,combine,0,fwd,a2a,1789849143.431811,1789849143.435086,3.2753,540147712
1,dispatch,1,fwd,a2a,1789849143.457017,1789849143.459222,2.2051,536870912
1,expert,1,fwd,gemm,1789849143.459225,1789849143.492559,33.3344,0
1,expert,1,bwd,gemm,1789849143.970675,1789849144.035960,65.2856,0
1,combine,1,fwd,a2a,1789849143.492562,1789849143.497792,5.2295,527474688
1,dispatch,2,fwd,a2a,1789849143.519189,1789849143.521009,1.8205,536870912
1,expert,2,fwd,gemm,1789849143.521012,1789849143.554592,33.5804,0
1,expert,2,bwd,gemm,1789849143.836465,1789849143.903297,66.8326,0
1,combine,2,fwd,a2a,1789849143.554595,1789849143.580647,26.0517,533635072
1,dispatch,3,fwd,a2a,1789849143.601400,1789849143.603302,1.9018,536870912
1,expert,3,fwd,gemm,1789849143.603305,1789849143.637791,34.4858,0
1,expert,3,bwd,gemm,1789849143.694489,1789849143.761834,67.3447,0
1,combine,3,fwd,a2a,1789849143.637794,1789849143.683806,46.0116,550207488
1,combine,3,bwd,a2a,1789849143.692350,1789849143.694486,2.1365,536870912
1,dispatch,3,bwd,a2a,1789849143.761837,1789849143.793033,31.1963,550207488
1,combine,2,bwd,a2a,1789849143.831077,1789849143.836462,5.3845,536870912
1,dispatch,2,bwd,a2a,1789849143.903300,1789849143.925622,22.3215,533635072
1,combine,1,bwd,a2a,1789849143.964128,1789849143.970672,6.5441,536870912
1,dispatch,1,bwd,a2a,1789849144.035963,1789849144.075312,39.3490,527474688
1,combine,0,bwd,a2a,1789849144.114785,1789849144.122401,7.6157,536870912
1,dispatch,0,bwd,a2a,1789849144.189784,1789849144.217436,27.6517,540147712
2,dispatch,0,fwd,a2a,1789849144.276792,1789849144.278910,2.1176,536870912
2,expert,0,fwd,gemm,1789849144.278913,1789849144.313224,34.3118,0
2,expert,0,bwd,gemm,1789849145.041264,1789849145.109633,68.3697,0
2,combine,0,fwd,a2a,1789849144.313227,1789849144.330379,17.1514,537894912
2,dispatch,1,fwd,a2a,1789849144.355886,1789849144.357677,1.7912,536870912
2,expert,1,fwd,gemm,1789849144.357680,1789849144.391159,33.4796,0
2,expert,1,bwd,gemm,1789849144.901102,1789849144.967207,66.1056,0
2,combine,1,fwd,a2a,1789849144.391162,1789849144.438256,47.0938,529825792
2,dispatch,2,fwd,a2a,1789849144.461003,1789849144.462844,1.8412,536870912
2,expert,2,fwd,gemm,1789849144.462847,1789849144.496254,33.4062,0
2,expert,2,bwd,gemm,1789849144.747424,1789849144.814513,67.0890,0
2,combine,2,fwd,a2a,1789849144.496256,1789849144.514222,17.9654,533823488
2,dispatch,3,fwd,a2a,1789849144.540298,1789849144.542166,1.8680,536870912
2,expert,3,fwd,gemm,1789849144.542169,1789849144.585726,43.5573,0
2,expert,3,bwd,gemm,1789849144.599590,1789849144.699332,99.7417,0
2,combine,3,fwd,a2a,1789849144.585730,1789849144.587434,1.7039,555720704
2,combine,3,bwd,a2a,1789849144.596411,1789849144.599587,3.1757,536870912
2,dispatch,3,bwd,a2a,1789849144.699335,1789849144.701082,1.7464,555720704
2,combine,2,bwd,a2a,1789849144.741095,1789849144.747421,6.3255,536870912
2,dispatch,2,bwd,a2a,1789849144.814515,1789849144.852916,38.4009,533823488
2,combine,1,bwd,a2a,1789849144.890450,1789849144.901099,10.6492,536870912
2,dispatch,1,bwd,a2a,1789849144.967210,1789849144.990048,22.8377,529825792
2,combine,0,bwd,a2a,1789849145.029192,1789849145.041261,12.0689,536870912
2,dispatch,0,bwd,a2a,1789849145.109636,1789849145.137148,27.5120,537894912
3,dispatch,0,fwd,a2a,1789849145.204535,1789849145.206628,2.0924,536870912
3,expert,0,fwd,gemm,1789849145.206631,1789849145.240588,33.9572,0
3,expert,0,bwd,gemm,1789849145.952624,1789849146.020659,68.0350,0
3,combine,0,fwd,a2a,1789849145.240591,1789849145.255015,14.4241,542056448
3,dispatch,1,fwd,a2a,1789849145.283007,1789849145.284894,1.8875,536870912
3,expert,1,fwd,gemm,1789849145.284897,1789849145.318043,33.1458,0
3,expert,1,bwd,gemm,1789849145.802050,1789849145.867265,65.2150,0
3,combine,1,fwd,a2a,1789849145.318046,1789849145.333584,15.5375,523722752
3,dispatch,2,fwd,a2a,1789849145.360179,1789849145.362284,2.1049,536870912
3,expert,2,fwd,gemm,1789849145.362287,1789849145.395886,33.5989,0
3,expert,2,bwd,gemm,1789849145.654524,1789849145.720537,66.0126,0
3,combine,2,fwd,a2a,1789849145.395889,1789849145.410192,14.3025,529399808
3,dispatch,3,fwd,a2a,1789849145.437386,1789849145.439383,1.9966,536870912
3,expert,3,fwd,gemm,1789849145.439386,1789849145.473902,34.5169,0
3,expert,3,bwd,gemm,1789849145.501574,1789849145.569882,68.3082,0
3,combine,3,fwd,a2a,1789849145.473906,1789849145.486881,12.9748,551149568
3,combine,3,bwd,a2a,1789849145.495404,1789849145.501572,6.1683,536870912
3,dispatch,3,bwd,a2a,1789849145.569885,1789849145.597323,27.4373,551149568
3,combine,2,bwd,a2a,1789849145.635536,1789849145.654521,18.9853,536870912
3,dispatch,2,bwd,a2a,1789849145.720540,1789849145.748579,28.0389,529399808
3,combine,1,bwd,a2a,1789849145.786972,1789849145.802047,15.0759,536870912
3,dispatch,1,bwd,a2a,1789849145.867268,1789849145.896068,28.7998,523722752
3,combine,0,bwd,a2a,1789849145.933888,1789849145.952621,18.7330,536870912
3,dispatch,0,bwd,a2a,1789849146.020662,1789849146.062857,42.1956,542056448
4,dispatch,0,fwd,a2a,1789849146.141610,1789849146.143873,2.2632,536870912
4,expert,0,fwd,gemm,1789849146.143876,1789849146.177945,34.0688,0
4,expert,0,bwd,gemm,1789849147.271091,1789849147.339128,68.0370,0
4,combine,0,fwd,a2a,1789849146.177947,1789849146.232250,54.3025,538427392
4,dispatch,1,fwd,a2a,1789849146.281628,1789849146.284205,2.5767,536870912
4,expert,1,fwd,gemm,1789849146.284208,1789849146.317692,33.4836,0
4,expert,1,bwd,gemm,1789849147.142483,1789849147.209340,66.8575,0
4,combine,1,fwd,a2a,1789849146.317694,1789849146.364084,46.3902,530481152
4,dispatch,2,fwd,a2a,1789849146.413586,1789849146.416277,2.6913,536870912
4,expert,2,fwd,gemm,1789849146.416281,1789849146.449651,33.3709,0
4,expert,2,bwd,gemm,1789849146.905529,1789849146.970576,65.0468,0
4,combine,2,fwd,a2a,1789849146.449654,1789849146.500151,50.4971,535068672
4,dispatch,3,fwd,a2a,1789849146.554182,1789849146.556866,2.6840,536870912
4,expert,3,fwd,gemm,1789849146.556869,1789849146.591324,34.4547,0
4,expert,3,bwd,gemm,1789849146.657591,1789849146.726178,68.5871,0
4,combine,3,fwd,a2a,1789849146.591326,1789849146.634098,42.7712,548864000
4,combine,3,bwd,a2a,1789849146.642610,1789849146.657588,14.9777,536870912
4,dispatch,3,bwd,a2a,1789849146.726181,1789849146.829677,103.4969,548864000
4,combine,2,bwd,a2a,1789849146.866473,1789849146.905527,39.0539,536870912
4,dispatch,2,bwd,a2a,1789849146.970579,1789849147.065863,95.2836,535068672
4,combine,1,bwd,a2a,1789849147.102734,1789849147.142480,39.7454,536870912
4,dispatch,1,bwd,a2a,1789849147.209343,1789849147.228431,19.0885,530481152
4,combine,0,bwd,a2a,1789849147.267527,1789849147.271089,3.5615,536870912
4,dispatch,0,bwd,a2a,1789849147.339131,1789849147.381954,42.8232,538427392
5,dispatch,0,fwd,a2a,1789849147.444698,1789849147.446558,1.8600,536870912
5,expert,0,fwd,gemm,1789849147.446561,1789849147.480314,33.7523,0
5,expert,0,bwd,gemm,1789849148.562516,1789849148.628188,65.6712,0
5,combine,0,fwd,a2a,1789849147.480316,1789849147.726079,245.7624,536543232
5,dispatch,1,fwd,a2a,1789849147.746820,1789849147.748796,1.9761,536870912
5,expert,1,fwd,gemm,1789849147.748799,1789849147.782411,33.6121,0
5,expert,1,bwd,gemm,1789849148.361158,1789849148.426156,64.9987,0
5,combine,1,fwd,a2a,1789849147.782414,1789849147.800363,17.9487,528850944
5,dispatch,2,fwd,a2a,1789849147.827211,1789849147.829067,1.8560,536870912
5,expert,2,fwd,gemm,1789849147.829070,1789849147.862497,33.4264,0
5,expert,2,bwd,gemm,1789849148.170063,1789849148.236169,66.1059,0
5,combine,2,fwd,a2a,1789849147.862499,1789849147.879874,17.3741,535625728
5,dispatch,3,fwd,a2a,1789849147.907527,1789849147.909448,1.9212,536870912
5,expert,3,fwd,gemm,1789849147.909451,1789849147.943957,34.5057,0
5,expert,3,bwd,gemm,1789849147.983028,1789849148.052153,69.1243,0
5,combine,3,fwd,a2a,1789849147.943959,1789849147.970316,26.3566,548814848
5,combine,3,bwd,a2a,1789849147.979097,1789849147.983026,3.9285,536870912
5,dispatch,3,bwd,a2a,1789849148.052155,1789849148.107629,55.4735,548814848
5,combine,2,bwd,a2a,1789849148.144655,1789849148.170060,25.4044,536870912
5,dispatch,2,bwd,a2a,1789849148.236171,1789849148.299554,63.3823,535625728
5,combine,1,bwd,a2a,1789849148.336791,1789849148.361155,24.3640,536870912
5,dispatch,1,bwd,a2a,1789849148.426159,1789849148.497258,71.0992,528850944
5,combine,0,bwd,a2a,1789849148.534411,1789849148.562514,28.1026,536870912
5,dispatch,0,bwd,a2a,1789849148.628191,1789849148.703107,74.9162,536543232
6,dispatch,0,fwd,a2a,1789849148.788047,1789849148.790048,2.0003,536870912
6,expert,0,fwd,gemm,1789849148.790051,1789849148.823470,33.4193,0
6,expert,0,bwd,gemm,1789849150.031477,1789849150.097073,65.5961,0
6,combine,0,fwd,a2a,1789849148.823473,1789849148.866771,43.2977,536379392
6,dispatch,1,fwd,a2a,1789849148.907441,1789849148.909599,2.1579,536870912
6,expert,1,fwd,gemm,1789849148.909602,1789849148.943134,33.5324,0
6,expert,1,bwd,gemm,1789849149.730005,1789849149.795792,65.7871,0
6,combine,1,fwd,a2a,1789849148.943137,1789849148.985334,42.1969,529891328
6,dispatch,2,fwd,a2a,1789849149.026399,1789849149.029243,2.8433,536870912
6,expert,2,fwd,gemm,1789849149.029246,1789849149.062119,32.8730,0
6,expert,2,bwd,gemm,1789849149.458939,1789849149.524508,65.5689,0
6,combine,2,fwd,a2a,1789849149.062122,1789849149.100627,38.5054,525008896
6,dispatch,3,fwd,a2a,1789849149.144231,1789849149.146342,2.1108,536870912
6,expert,3,fwd,gemm,1789849149.146345,1789849149.180814,34.4690,0
6,expert,3,bwd,gemm,1789849149.235487,1789849149.302976,67.4891,0
6,combine,3,fwd,a2a,1789849149.180817,1789849149.216792,35.9749,546750464
6,combine,3,bwd,a2a,1789849149.225352,1789849149.235484,10.1320,536870912
6,dispatch,3,bwd,a2a,1789849149.302979,1789849149.376071,73.0920,546750464
6,combine,2,bwd,a2a,1789849149.413189,1789849149.458937,45.7472,536870912
6,dispatch,2,bwd,a2a,1789849149.524511,1789849149.637215,112.7034,525008896
6,combine,1,bwd,a2a,1789849149.673961,1789849149.730002,56.0409,536870912
6,dispatch,1,bwd,a2a,1789849149.795794,1789849149.931576,135.7821,529891328
6,combine,0,bwd,a2a,1789849149.968377,1789849150.031474,63.0978,536870912
6,dispatch,0,bwd,a2a,1789849150.097076,1789849150.255346,158.2697,536379392
7,dispatch,0,fwd,a2a,1789849150.377341,1789849150.379714,2.3728,536870912
7,expert,0,fwd,gemm,1789849150.379717,1789849150.413117,33.4007,0
